,index,Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sentenceNumber,sentence,reviewNumber
513,3317,3317,gp:AOqpTOFle94NfZiGCoVQVaZtBHqSkEB31UZQZ0kttmzE9yXVPkRnBfTFGWgxsfZX5ij8bOEbQ9WtDjKVep25nQ,Jayme,https://play-lh.googleusercontent.com/a-/AOh14Gjka91v1RWez0MYz742wfDYaBaLmx-S4GTYxBMjCg,"i really want this to work but it won't let me sign in. ""unable to sign in at this time"" even with all of the correct info. i'll keep trying and hopefully it will work later on but this should be fixed especially since i'm not the only one having this issue.",2,8,3.81,2018-01-30 13:26:16,nan,nan,1,i really want this to work but it will not let me sign in.,1806
514,3318,3318,gp:AOqpTOFle94NfZiGCoVQVaZtBHqSkEB31UZQZ0kttmzE9yXVPkRnBfTFGWgxsfZX5ij8bOEbQ9WtDjKVep25nQ,Jayme,https://play-lh.googleusercontent.com/a-/AOh14Gjka91v1RWez0MYz742wfDYaBaLmx-S4GTYxBMjCg,"i really want this to work but it won't let me sign in. ""unable to sign in at this time"" even with all of the correct info. i'll keep trying and hopefully it will work later on but this should be fixed especially since i'm not the only one having this issue.",2,8,3.81,2018-01-30 13:26:16,nan,nan,2,'unable to sign in at this time'even with all of the correct info.,1806
515,3319,3319,gp:AOqpTOFle94NfZiGCoVQVaZtBHqSkEB31UZQZ0kttmzE9yXVPkRnBfTFGWgxsfZX5ij8bOEbQ9WtDjKVep25nQ,Jayme,https://play-lh.googleusercontent.com/a-/AOh14Gjka91v1RWez0MYz742wfDYaBaLmx-S4GTYxBMjCg,"i really want this to work but it won't let me sign in. ""unable to sign in at this time"" even with all of the correct info. i'll keep trying and hopefully it will work later on but this should be fixed especially since i'm not the only one having this issue.",2,8,3.81,2018-01-30 13:26:16,nan,nan,3,is not it keep trying,1806
516,3320,3320,gp:AOqpTOFle94NfZiGCoVQVaZtBHqSkEB31UZQZ0kttmzE9yXVPkRnBfTFGWgxsfZX5ij8bOEbQ9WtDjKVep25nQ,Jayme,https://play-lh.googleusercontent.com/a-/AOh14Gjka91v1RWez0MYz742wfDYaBaLmx-S4GTYxBMjCg,"i really want this to work but it won't let me sign in. ""unable to sign in at this time"" even with all of the correct info. i'll keep trying and hopefully it will work later on but this should be fixed especially since i'm not the only one having this issue.",2,8,3.81,2018-01-30 13:26:16,nan,nan,4,and hopefully it will work later on but this should be fixed especially since i do not not the only one having this issue.,1806
517,3347,3347,gp:AOqpTOET0h0IlJcBgShXDfQkI8T5mR8CdJ8mzGMx6zMXEunOHSdam8cgfASSPY3MOFZBaG_n2E5CB22uTNOQ7g,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,would like to see the charting notes in health system portal just like mayo rochester. it's not available online or on the app.,3,8,3.81,2017-12-03 23:11:54,nan,nan,1,would like to see the charting notes in health system portal just like mayo rochester.,1823
518,3348,3348,gp:AOqpTOET0h0IlJcBgShXDfQkI8T5mR8CdJ8mzGMx6zMXEunOHSdam8cgfASSPY3MOFZBaG_n2E5CB22uTNOQ7g,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,would like to see the charting notes in health system portal just like mayo rochester. it's not available online or on the app.,3,8,3.81,2017-12-03 23:11:54,nan,nan,2,it has not available online or on the app.,1823
519,3349,3349,gp:AOqpTOGNBJKrEoIPlfl70txWT4K_-OGpZhakPyr2SeLtXhZ7uZo5uASL1s2JV1J9y2V9O1xnf9Vu6axxQ1Vg-Q,Jo Pavlisich,https://play-lh.googleusercontent.com/a/AATXAJwQXFKv4PVd-GDPKHPA5hIgrnIAJ_8fXotLY9Hq=mo,"broken, or there is never any response. crashes a lot. apointment resqesting never works.",1,20,3.81,2017-11-28 14:13:39,nan,nan,1,"broken, or there is never any response.",1824
520,3350,3350,gp:AOqpTOGNBJKrEoIPlfl70txWT4K_-OGpZhakPyr2SeLtXhZ7uZo5uASL1s2JV1J9y2V9O1xnf9Vu6axxQ1Vg-Q,Jo Pavlisich,https://play-lh.googleusercontent.com/a/AATXAJwQXFKv4PVd-GDPKHPA5hIgrnIAJ_8fXotLY9Hq=mo,"broken, or there is never any response. crashes a lot. apointment resqesting never works.",1,20,3.81,2017-11-28 14:13:39,nan,nan,2,crashes a lot.,1824
521,3351,3351,gp:AOqpTOGNBJKrEoIPlfl70txWT4K_-OGpZhakPyr2SeLtXhZ7uZo5uASL1s2JV1J9y2V9O1xnf9Vu6axxQ1Vg-Q,Jo Pavlisich,https://play-lh.googleusercontent.com/a/AATXAJwQXFKv4PVd-GDPKHPA5hIgrnIAJ_8fXotLY9Hq=mo,"broken, or there is never any response. crashes a lot. apointment resqesting never works.",1,20,3.81,2017-11-28 14:13:39,nan,nan,3,appointment requesting never works.,1824
522,3358,3358,gp:AOqpTOE6o3jo9xxqC3AM4b-Z_70sHkUYtMt2Oa_dcKVZ5SlZkqyE-JYvCswFIWICD2-jJHVYkOHOCDR5pWnr8w,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ty i love the friendly doctors i associate my life with their due to my eye problems,5,1,nan,2017-11-17 13:46:18,nan,nan,1,ty i love the friendly doctors i associate my life with their due to my eye problems,1829
523,3368,3368,gp:AOqpTOGHatzNFbtHls1qZ_oAOAQk3jnxMN9HyBSjXQEXF59lVNolYG_O3pOmaPiwj7JOuG_qQSEGCCbSP7VFfw,P S Jr.,https://play-lh.googleusercontent.com/a-/AOh14GhuogH8rpduhpof5ISTfhSHikiIUmmAh1bn4aqCaA,much better than the web portal!,5,5,3.80,2017-10-31 08:13:57,nan,nan,1,much better than the web portal!,1835
524,3393,3393,gp:AOqpTOGZEYk83wQ6MBGke8kyU9elesZPQd1NnFglfrFxOeGssnI5WoRsuPy9YW37xByF4RyWKP3oyiXVpQUmlw,Darla Gooch,https://play-lh.googleusercontent.com/a-/AOh14GgsCbm-YjBLTywurhr50o_lgLVhTUxVYlCSaQRrY24,app is very user-friendly,5,6,3.71,2017-09-30 22:51:08,nan,nan,1,app is very user - friendly,1845
525,3397,3397,gp:AOqpTOE9a1cZZUOI_KBi0iNzGs1c0L5mpEbWLjLR1jigm7igpgiJPRqzGecSRbVrmDktxCZeLHV-X6Zx8nnKIg,John DeMaira,https://play-lh.googleusercontent.com/a-/AOh14GikzxpGkZeaf-yunMeX3T-03RM7cHFBWkFuwImYCQ,"getting email messages that ""subject""  cannot be located in app as directed",2,1,3.71,2017-09-20 22:08:23,nan,nan,1,getting email messages that'subject'cannot be located in app as directed,1848
526,3400,3400,gp:AOqpTOGqXft3iS6-ER8p18kteyBP6vrzUJlObDOna46MKj8jnvAUafCp0JBxps2Yx_AtpK9KrwVQfD5KUm97RA,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it won't let me login! crashes. way to many errors!,2,0,nan,2017-09-20 12:22:55,nan,nan,1,it will not let me login!,1850
527,3401,3401,gp:AOqpTOGqXft3iS6-ER8p18kteyBP6vrzUJlObDOna46MKj8jnvAUafCp0JBxps2Yx_AtpK9KrwVQfD5KUm97RA,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it won't let me login! crashes. way to many errors!,2,0,nan,2017-09-20 12:22:55,nan,nan,2,crashes.,1850
528,3402,3402,gp:AOqpTOGqXft3iS6-ER8p18kteyBP6vrzUJlObDOna46MKj8jnvAUafCp0JBxps2Yx_AtpK9KrwVQfD5KUm97RA,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it won't let me login! crashes. way to many errors!,2,0,nan,2017-09-20 12:22:55,nan,nan,3,way to many errors!,1850
529,3421,3421,gp:AOqpTOHyA3AFLJvlYX2HmhFLe1RJVba-v3WGFDhBlfUSGvX_GphpNJ-IAgS8W1IxC45_8YHcDVCkYnH4yXhQ4Q,md samim,https://play-lh.googleusercontent.com/a/AATXAJwZvFkmvPDKuvGFQkojKSHNUnuKA5NjS5q4HGq_=mo,shamim,5,0,nan,2017-09-04 06:39:53,nan,nan,1,shame,1863
530,3422,3422,gp:AOqpTOEXITJuybmlx30pOYjBdiSYvzB25lRX9SEMjEeBTaZRngf5xhZJY_-TRY5RQFCxAyghnbjpVQw-d3ncdg,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it looks great,5,0,nan,2017-08-29 12:00:05,nan,nan,1,it looks great,1864
531,3434,3434,gp:AOqpTOHbaJrQwQr0Z-rHSOcnDAqwQPm0wgoLohfl-U2fhHm3fDHygx48uZF5eQeAthsI4CydUAVGgMjzzwqIXg,lenorea Francis,https://play-lh.googleusercontent.com/a-/AOh14GgbGBu9-mRVq2puqGFYjbd9x9ipqE6Y1r61SlwUaPU,i cant see the information it tells me unavailable on device,1,0,nan,2017-08-22 06:16:25,nan,nan,1,i cant see the information it tells me unavailable on device,1869
532,3437,3437,gp:AOqpTOEz7DORZMhMiXOS99ihPTvZPfgEe53A8DxLeBxprcM2iJetrfT_QfXevN0siy2ath4TeqGanKa8cqjDug,Qusai Alfarhan,https://play-lh.googleusercontent.com/a/AATXAJw6-8ZpMfkk30zjI1oW5qtIPXMZYnWPbsXx2m-O=mo,great accrrate app .. no need to carry appointments papers to remind you of the time and location of your up coming appointment. no need to carry your x-rays or reports around with you . 👍,5,47,3.71,2017-08-15 18:55:02,nan,nan,1,great accurate app..,1872
533,3438,3438,gp:AOqpTOEz7DORZMhMiXOS99ihPTvZPfgEe53A8DxLeBxprcM2iJetrfT_QfXevN0siy2ath4TeqGanKa8cqjDug,Qusai Alfarhan,https://play-lh.googleusercontent.com/a/AATXAJw6-8ZpMfkk30zjI1oW5qtIPXMZYnWPbsXx2m-O=mo,great accrrate app .. no need to carry appointments papers to remind you of the time and location of your up coming appointment. no need to carry your x-rays or reports around with you . 👍,5,47,3.71,2017-08-15 18:55:02,nan,nan,2,no need to carry appointments papers to remind you of the time and location of your up coming appointment.,1872
534,3439,3439,gp:AOqpTOEz7DORZMhMiXOS99ihPTvZPfgEe53A8DxLeBxprcM2iJetrfT_QfXevN0siy2ath4TeqGanKa8cqjDug,Qusai Alfarhan,https://play-lh.googleusercontent.com/a/AATXAJw6-8ZpMfkk30zjI1oW5qtIPXMZYnWPbsXx2m-O=mo,great accrrate app .. no need to carry appointments papers to remind you of the time and location of your up coming appointment. no need to carry your x-rays or reports around with you . 👍,5,47,3.71,2017-08-15 18:55:02,nan,nan,3,no need to carry your x - rays or reports around with you.  ,1872
535,3440,3440,gp:AOqpTOEz7DORZMhMiXOS99ihPTvZPfgEe53A8DxLeBxprcM2iJetrfT_QfXevN0siy2ath4TeqGanKa8cqjDug,Qusai Alfarhan,https://play-lh.googleusercontent.com/a/AATXAJw6-8ZpMfkk30zjI1oW5qtIPXMZYnWPbsXx2m-O=mo,great accrrate app .. no need to carry appointments papers to remind you of the time and location of your up coming appointment. no need to carry your x-rays or reports around with you . 👍,5,47,3.71,2017-08-15 18:55:02,nan,nan,4,:thumbs_up:,1872
536,3447,3447,gp:AOqpTOGeF03mPAGyUAHeWjjpOz43oLckVq-FB2N5mqL6j8w0ESFSyv39RgecQfOHbz8_gD9bxh8p4Sz3qz-I_w,Sophia Leon,https://play-lh.googleusercontent.com/a-/AOh14Gjfa3C3sGdxUxmJwkfPc3GM6BWGdawDAy9rLmGVmA,very fficient,5,12,3.71,2017-08-04 06:55:15,nan,nan,1,very efficient,1878
537,3455,3455,gp:AOqpTOHe33xTp0Cs1r2PyC8vFwCMOhiH4eopxQdrrlwQzHCnagoxUPmU1uroVXsqoBA5XyuijIgk1rwaLk8h-w,Yvette Delgado,https://play-lh.googleusercontent.com/a-/AOh14GhO1kzPFWgkrv0f3_g9B9nEHv_ULnRS6ixVrRDOd6k,excellent 😚😚😚😚,5,0,nan,2017-07-21 14:56:59,nan,nan,1,excellent  :kissing_face_with_closed_eyes:  :kissing_face_with_closed_eyes:  :kissing_face_with_closed_eyes:  :kissing_face_with_closed_eyes:,1884
538,3471,3471,gp:AOqpTOEdF6YYcLfK_Otc3SGjYXkczQ97583-eawSe1NJO7WQqyKhaxCchfupCRZz4EPcYZfc91WjTPBezaUm0Q,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,horrible response times. all i could do was to watch the spinner.,1,7,3.70,2017-07-09 20:02:03,nan,nan,1,horrible response times.,1890
539,3472,3472,gp:AOqpTOEdF6YYcLfK_Otc3SGjYXkczQ97583-eawSe1NJO7WQqyKhaxCchfupCRZz4EPcYZfc91WjTPBezaUm0Q,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,horrible response times. all i could do was to watch the spinner.,1,7,3.70,2017-07-09 20:02:03,nan,nan,2,all i could do was to watch the spinner.,1890
540,3481,3481,gp:AOqpTOGUEmevE58f9iUtNdr2aWxDXil3MOJbRPfRIPoXCpnMy0rEBH7ItHZ1gd510fOTK1wgOF1bGzn9702J8g,Eugene Miller,https://play-lh.googleusercontent.com/a-/AOh14Ghkp3pVKEL1Q52Yrrdsk9lEWkBY8q7nwpXLS1t18Aw,touted a recipe on twitter to get you to load the app and no such recipe is found on the app. waste of time and deleted.,1,21,3.70,2017-07-02 07:13:21,nan,nan,1,touted a recipe on twitter to get you to load the app and no such recipe is found on the app.,1897
541,3482,3482,gp:AOqpTOGUEmevE58f9iUtNdr2aWxDXil3MOJbRPfRIPoXCpnMy0rEBH7ItHZ1gd510fOTK1wgOF1bGzn9702J8g,Eugene Miller,https://play-lh.googleusercontent.com/a-/AOh14Ghkp3pVKEL1Q52Yrrdsk9lEWkBY8q7nwpXLS1t18Aw,touted a recipe on twitter to get you to load the app and no such recipe is found on the app. waste of time and deleted.,1,21,3.70,2017-07-02 07:13:21,nan,nan,2,waste of time and deleted.,1897
542,3485,3485,gp:AOqpTOGnDEx4JJ4sDsGXts0l9hCyBUkXl0YzO_2ifeaaDVn8htwplknemjkbaVopqRvVNMetABmXgoi9njdgTw,Adam Robo,https://play-lh.googleusercontent.com/a-/AOh14GhEyfeBWrGauJytX4MYJkP3NdxxMpENAtKHfvXcSQ,"constantly times out, unable to show schedule. does not have a section for transferred information from other hospitals. lacking in form and function",2,26,3.70,2017-06-27 08:46:02,nan,nan,1,"constantly times out, unable to show schedule.",1900
543,3486,3486,gp:AOqpTOGnDEx4JJ4sDsGXts0l9hCyBUkXl0YzO_2ifeaaDVn8htwplknemjkbaVopqRvVNMetABmXgoi9njdgTw,Adam Robo,https://play-lh.googleusercontent.com/a-/AOh14GhEyfeBWrGauJytX4MYJkP3NdxxMpENAtKHfvXcSQ,"constantly times out, unable to show schedule. does not have a section for transferred information from other hospitals. lacking in form and function",2,26,3.70,2017-06-27 08:46:02,nan,nan,2,does not have a section for transferred information from other hospitals.,1900
544,3487,3487,gp:AOqpTOGnDEx4JJ4sDsGXts0l9hCyBUkXl0YzO_2ifeaaDVn8htwplknemjkbaVopqRvVNMetABmXgoi9njdgTw,Adam Robo,https://play-lh.googleusercontent.com/a-/AOh14GhEyfeBWrGauJytX4MYJkP3NdxxMpENAtKHfvXcSQ,"constantly times out, unable to show schedule. does not have a section for transferred information from other hospitals. lacking in form and function",2,26,3.70,2017-06-27 08:46:02,nan,nan,3,lacking in form and function,1900
545,3493,3493,gp:AOqpTOGjb-vJ_U9vuOcFhHPPshNQkDlPVvatsTLHr3sikkdp5An4rhUaX4dr6mUjJK7ITPmRuWGsWi6kAeiaiw,Java Jeff,https://play-lh.googleusercontent.com/a-/AOh14Gg9gRqzN3jfV-l31XQEIhtG3qj4j42-MaIf_ZexpQ,this app is great,5,2,3.60,2017-06-05 08:19:12,nan,nan,1,this app is great,1905
546,3494,3494,gp:AOqpTOF-dAiV8SW9McrrZCMlTyhrVCBQKMGuQXtQhxjh8sHrQGfmzD6gc8kB5_Q_5bOyhKPjxIImeiKbIbhPGQ,Gloria Wallace,https://play-lh.googleusercontent.com/a/AATXAJxpvI5jf7J2mOmixUyk3cDUYt_MiexJ7qBOpVNT=mo,great app. easy to use.,5,0,nan,2017-06-05 04:59:04,nan,nan,1,great app.,1906
547,3495,3495,gp:AOqpTOF-dAiV8SW9McrrZCMlTyhrVCBQKMGuQXtQhxjh8sHrQGfmzD6gc8kB5_Q_5bOyhKPjxIImeiKbIbhPGQ,Gloria Wallace,https://play-lh.googleusercontent.com/a/AATXAJxpvI5jf7J2mOmixUyk3cDUYt_MiexJ7qBOpVNT=mo,great app. easy to use.,5,0,nan,2017-06-05 04:59:04,nan,nan,2,easy to use.,1906
548,3501,3501,gp:AOqpTOHdLhlEsL_fXWe4_tjQdGUMKwoj5HZtbjr2qSf3nhgQEA1RadtPjyZSr1OV3snAWwMQin8sfN588Eu1BQ,Joshua Edwards,https://play-lh.googleusercontent.com/a/AATXAJzWIymQkPESbQldM66vzOEKkXKyqOBH8Mix5ARO=mo,"verifications questions don't work, looking at my title to my truck, and i own the truck, pretty sure i know what damn color it is. don't know my bio mom, no idea how old she is, and pretty sure i'm not an rn, 2nd or a vet, but all my verification questions are wrong. worthless app. very disappointed in mayo, won't send my records to my md so now i'm missing appointments and follow up care, cant get my meds. guess all they wanted was my money",1,13,3.60,2017-05-30 06:23:00,nan,nan,1,"verification questions do not work, looking at my title to my truck, and i own the truck, pretty sure i know what damn color it is.",1909
549,3502,3502,gp:AOqpTOHdLhlEsL_fXWe4_tjQdGUMKwoj5HZtbjr2qSf3nhgQEA1RadtPjyZSr1OV3snAWwMQin8sfN588Eu1BQ,Joshua Edwards,https://play-lh.googleusercontent.com/a/AATXAJzWIymQkPESbQldM66vzOEKkXKyqOBH8Mix5ARO=mo,"verifications questions don't work, looking at my title to my truck, and i own the truck, pretty sure i know what damn color it is. don't know my bio mom, no idea how old she is, and pretty sure i'm not an rn, 2nd or a vet, but all my verification questions are wrong. worthless app. very disappointed in mayo, won't send my records to my md so now i'm missing appointments and follow up care, cant get my meds. guess all they wanted was my money",1,13,3.60,2017-05-30 06:23:00,nan,nan,2,"do not know my bio mom, no idea how old she is, and pretty sure i do not not an registered nurse, 2nd or a vet, but all my verification questions are wrong.",1909
550,3503,3503,gp:AOqpTOHdLhlEsL_fXWe4_tjQdGUMKwoj5HZtbjr2qSf3nhgQEA1RadtPjyZSr1OV3snAWwMQin8sfN588Eu1BQ,Joshua Edwards,https://play-lh.googleusercontent.com/a/AATXAJzWIymQkPESbQldM66vzOEKkXKyqOBH8Mix5ARO=mo,"verifications questions don't work, looking at my title to my truck, and i own the truck, pretty sure i know what damn color it is. don't know my bio mom, no idea how old she is, and pretty sure i'm not an rn, 2nd or a vet, but all my verification questions are wrong. worthless app. very disappointed in mayo, won't send my records to my md so now i'm missing appointments and follow up care, cant get my meds. guess all they wanted was my money",1,13,3.60,2017-05-30 06:23:00,nan,nan,3,worthless app.,1909
551,3504,3504,gp:AOqpTOHdLhlEsL_fXWe4_tjQdGUMKwoj5HZtbjr2qSf3nhgQEA1RadtPjyZSr1OV3snAWwMQin8sfN588Eu1BQ,Joshua Edwards,https://play-lh.googleusercontent.com/a/AATXAJzWIymQkPESbQldM66vzOEKkXKyqOBH8Mix5ARO=mo,"verifications questions don't work, looking at my title to my truck, and i own the truck, pretty sure i know what damn color it is. don't know my bio mom, no idea how old she is, and pretty sure i'm not an rn, 2nd or a vet, but all my verification questions are wrong. worthless app. very disappointed in mayo, won't send my records to my md so now i'm missing appointments and follow up care, cant get my meds. guess all they wanted was my money",1,13,3.60,2017-05-30 06:23:00,nan,nan,4,"very disappointed in mayo, will not send my records to my doctor of medicine so now i do not missing appointments and follow up care, cant get my meds.",1909
552,3505,3505,gp:AOqpTOHdLhlEsL_fXWe4_tjQdGUMKwoj5HZtbjr2qSf3nhgQEA1RadtPjyZSr1OV3snAWwMQin8sfN588Eu1BQ,Joshua Edwards,https://play-lh.googleusercontent.com/a/AATXAJzWIymQkPESbQldM66vzOEKkXKyqOBH8Mix5ARO=mo,"verifications questions don't work, looking at my title to my truck, and i own the truck, pretty sure i know what damn color it is. don't know my bio mom, no idea how old she is, and pretty sure i'm not an rn, 2nd or a vet, but all my verification questions are wrong. worthless app. very disappointed in mayo, won't send my records to my md so now i'm missing appointments and follow up care, cant get my meds. guess all they wanted was my money",1,13,3.60,2017-05-30 06:23:00,nan,nan,5,guess all they wanted was my money,1909
553,3508,3508,gp:AOqpTOGmNu3qjjIofx5IfMSus7vbF8W8fll5PLZYf3uNC5RH1geQVn5RrB10R7JBypb2gYnAKuvd5q4x5O0hhw,Mikayla's Life Journey,https://play-lh.googleusercontent.com/a-/AOh14Gh1eFvDrovMWQ04uHJmZDh6dMX7hn_NNlsbpCawP3w,i like how u can see everything sept i can't see some of my test results idk if its due to drs not done with them idk but i like i can print and see what i need how long i will be there and so far i like this app.,4,9,3.60,2017-05-24 13:18:33,nan,nan,1,i like how u can see everything sept i cannot see some of my test results i do not know if its due to doctors not done with them,1911
554,3509,3509,gp:AOqpTOGmNu3qjjIofx5IfMSus7vbF8W8fll5PLZYf3uNC5RH1geQVn5RrB10R7JBypb2gYnAKuvd5q4x5O0hhw,Mikayla's Life Journey,https://play-lh.googleusercontent.com/a-/AOh14Gh1eFvDrovMWQ04uHJmZDh6dMX7hn_NNlsbpCawP3w,i like how u can see everything sept i can't see some of my test results idk if its due to drs not done with them idk but i like i can print and see what i need how long i will be there and so far i like this app.,4,9,3.60,2017-05-24 13:18:33,nan,nan,2,i do not know,1911
555,3510,3510,gp:AOqpTOGmNu3qjjIofx5IfMSus7vbF8W8fll5PLZYf3uNC5RH1geQVn5RrB10R7JBypb2gYnAKuvd5q4x5O0hhw,Mikayla's Life Journey,https://play-lh.googleusercontent.com/a-/AOh14Gh1eFvDrovMWQ04uHJmZDh6dMX7hn_NNlsbpCawP3w,i like how u can see everything sept i can't see some of my test results idk if its due to drs not done with them idk but i like i can print and see what i need how long i will be there and so far i like this app.,4,9,3.60,2017-05-24 13:18:33,nan,nan,3,but i like i can print and see what i need how long i will be there and so far i like this app.,1911
556,3516,3516,gp:AOqpTOGOo_b5ACphIxzzI6tOYjh2uGUsCjfjM4eGM3kWHMOWv5bhG6x2VYnkyCWq2GbV8qK3xK_IjvhnlYC8sw,Mary Isakson,https://play-lh.googleusercontent.com/a-/AOh14GjR2dwUu6OZMG-sA6JjAqNF5f9FwyMaS-qsX2QJuA,"i  do like  using  it, however  it  all depends  on  who  looks at it  and  how they respond  to  it.",4,1,3.60,2017-05-18 08:54:27,nan,nan,1,"i do like using it, however it all depends on who looks at it and how they respond to it.",1914
557,3520,3520,gp:AOqpTOExGtqKLHjgORYN6wwhfNAHl5mqyAewgwj7eGT2MUpFrsD8fHIV2M3Wv_afxSKkEf7Gs89AminNVlfNTA,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the main reason i am on this site is to follow my appointments with multiple doctors. it will be use ll ess,3,0,nan,2017-05-16 10:18:28,nan,nan,1,the main reason i am on this site is to follow my appointments with multiple doctors.,1916
558,3521,3521,gp:AOqpTOExGtqKLHjgORYN6wwhfNAHl5mqyAewgwj7eGT2MUpFrsD8fHIV2M3Wv_afxSKkEf7Gs89AminNVlfNTA,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the main reason i am on this site is to follow my appointments with multiple doctors. it will be use ll ess,3,0,nan,2017-05-16 10:18:28,nan,nan,2,it will be use all ess,1916
559,3531,3531,gp:AOqpTOEYLNY5xqWqmdPS_MMhl3n6qPIWkGRd4f2tpTyEBMENjDxgAjEixi2zYOIJb75ybQ6XByMt_rqBFgEYSw,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"nothing works. can't see schedule, results, messages, etc. this is my third phone and all had the same issue (all samsung galaxies - s5, s7, and s8)",1,2,3.50,2017-05-04 08:13:11,nan,nan,1,nothing works.,1921
560,3532,3532,gp:AOqpTOEYLNY5xqWqmdPS_MMhl3n6qPIWkGRd4f2tpTyEBMENjDxgAjEixi2zYOIJb75ybQ6XByMt_rqBFgEYSw,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"nothing works. can't see schedule, results, messages, etc. this is my third phone and all had the same issue (all samsung galaxies - s5, s7, and s8)",1,2,3.50,2017-05-04 08:13:11,nan,nan,2,"cannot see schedule, results, messages, etc.",1921
561,3533,3533,gp:AOqpTOEYLNY5xqWqmdPS_MMhl3n6qPIWkGRd4f2tpTyEBMENjDxgAjEixi2zYOIJb75ybQ6XByMt_rqBFgEYSw,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"nothing works. can't see schedule, results, messages, etc. this is my third phone and all had the same issue (all samsung galaxies - s5, s7, and s8)",1,2,3.50,2017-05-04 08:13:11,nan,nan,3,"this is my third phone and all had the same issue (all samsung galaxies - s5, s7, and s8)",1921
562,3542,3542,gp:AOqpTOF88TcOlwndUUK_Zt2fYIxQvG0OHLkktBIlLcqd4vansP5MqeiDxMsCSQFcatQ1xeQdjMMg271L0_tEtQ,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,i trust mayo clinics expertise & enjoy healthy living updates!,5,0,3.50,2017-04-27 15:47:58,nan,nan,1,i trust mayo clinics expertise  and  enjoy healthy living updates!,1926
563,3550,3550,gp:AOqpTOETCwgfo8Qj_z4c0SYCaWK1nkBsT1XFvS6yRKo51YIRHgiuoZrX5S-xis13gUFbxawq8x92tvXQQ9jVsA,barb robitaille,https://play-lh.googleusercontent.com/a/AATXAJwtpqHZPCNKImf4aJGCOcQAQE4PmjJgPOThOSe-=mo,i like the way tell you everything,5,0,3.30,2017-04-12 10:33:32,nan,nan,1,i like the way tell you everything,1931
