,title,isEdited,rating,userName,content,date
1961,It loses appointment information,False,1,Tony1975oo,it loses appointment information. don't count on this app to organize and keep track of anything. the only thing i wanted was for it to keep my appointment records and give me reminders. on the day of my appointment it suddenly and completely disappeared from my application. i was working at the last minute to boot my computer to print the address of a specialist i'd never seen before.,2016-01-13 21:44:15
1962,I loved this app until it stopped showing me appointment summaries,False,3,Nursekami,i loved this app until it stopped showing me appointment summaries. i loved this app for reviewing my son's visit information. until one day it just stopped showing me my visit summaries. now it just tells me i have an invalid request and to try again. for two months!! please fix this!!,2016-03-30 12:51:10
1963,Great app,False,5,Nite beast,"great app. i don't know about every one else, but this app works great. maybe all the other bad reviews people give just not smart enough to figure out how to use simple app's.",2014-10-30 12:03:01
1964,Fail. Useless.  Disappointing.,False,1,Berkeley_Guy,"fail. useless.  disappointing. i've had success finding my provider, entering my login and password, and agree to terms and conditions... but that is as far as it goes. keep getting error when trying to use icons on home screen. it always says, ""login error: we are unable to sign you in at this time. please try again later.""  for weeks it's said this. very disappointed.",2013-08-11 13:09:40
1965,Fantastic concept and fantastic app,False,5,Av1901,fantastic concept and fantastic app. this is very easy to use app. even i can connect my different doctor accounts. app works seamless and it is extremely user friendly.,2013-02-15 20:52:18
1966,Great App,False,5,Overnyte,great app. i really like this app - saves me a lot of time and calls when all i need is a test result or have a quick question for my doctor. very convenient and helpful!,2017-10-20 15:05:25
1967,GREAT APP!,False,5,Tigger Oklahoma,great app! i love being able to see right away when my appointments are coming up. it is also very handy having my medications on the same application.,2017-03-06 18:29:57
1968,Great App,False,4,Lyn1969,"great app. i like the app except that i don't get a response from the doctor through the app. i'm not sure if that is the doctor's fault or an issue with the app. otherwise the app is awesome. i see my medicine, all of my labs, and doctor's notes. love it!!!",2016-12-19 15:41:52
1969,Nonfunctional app with No Technical support!,False,1,MadManMark,"nonfunctional app with no technical support! i have sent countless pleas for help to the healow technical support. some advice: i finally (after 9 frustrating months) got this app to work. i found that delegating the app, reinstalling the app, delegating the app, reinstalling the app, delegating the app, and reinstalling the app finally allowed me to access my account. healow is a very glitchy app and takes numerous attempts to get a functional copy installed. good luck!",2016-04-10 14:09:44
1970,Sort of Works,False,3,AbbeyUndead,"sort of works. i can't get the tracker feature to work. the app says i have successfully linked the tracker feature to my fitbit account, but the tracker never updates daily data from fitbit to healow. everything else but this feature works for me.",2016-08-17 20:19:15
1971,Love it!,False,5,OBPatient,love it! just installed this app & i already like it! it's so easy to navigate & the short tutorial made it very simple to learn. love having my appts available for me to view quickly! very pleased with it:),2014-04-24 03:04:22
1972,Convenient and easy to use,False,5,bTink1981,"convenient and easy to use. i absolutely love this app. i love that i can access all my medication, message my provider, and make appointments. convenient and easy to use!",2017-01-13 02:48:55
1973,Works okay,False,3,Meyers.Family,"works okay. no crashes on my ipad, so not sure why others have experienced it.  this is an iphone app so it shows in portrait mode.  i always use landscape.  the interface is nothing special, but at least i can pull my labs off, and look up appointments.",2014-10-25 14:56:46
1974,Poor Design & Non-functional,False,1,Ccsrgv,"poor design & non-functional. poor design & does not conform to apple ios as it does not support landscape mode. also, among its' other failures, it does not allow user to reply to messages. instead, user must attempt to create a new message which is not trackable, nor can it be associated with a received message. this app simply demonstrates the (typical for eclinicalworks) frustratingly poor execution of an otherwise good idea.",2014-12-03 04:18:10
1975,Kind of neat,False,3,Alpesh P,kind of neat. i was finally able to get past the pin setting after reinstalling the app. handy way to get lab results on my phone. cumbersome to navigate the app but still easier than logging into the website every time i want to check. nice aesthetic ui.,2014-04-19 13:11:54
1976,Pretty good but needs a fix or two,False,3,Kats1965,"pretty good but needs a fix or two. overall good, however the email process is frustrating. when i receive an email, i cannot reply.  i have to start a new email. i should be able to create a normal email chain/conversation.",2016-12-19 19:00:28
1977,Labs Issue,False,4,JoesyWhales,"labs issue. when viewing the different labs, it's difficult to read the headers, the font isn't displaying correctly. seems to be issue in this latest version, otherwise it works great on my 5s.",2014-03-24 17:43:09
1978,"App is very helpful, if your Doctor's office shares",False,4,RobbieLH,"app is very helpful, if your doctor's office shares. i like the app a lot and it has been very helpful to me in filing insurance and social security. however, i have found it is only as good as the type and extent of information shared by the doctor's office.",2017-05-12 13:43:32
1979,Good App,False,5,Diabetic in Ky,good app. i love having my test results easily accessible for any office i visit. i got out my phone and showed a  different dr who didn't order the tests the results. very handy to have,2016-12-20 21:36:09
1980,Glitchy,False,3,ilva52,glitchy. i can't find my doctor even though i had this app on my old phone. i downloaded the app on my new phone and i had to start from the beginning and can't find my doctor and have not gotten an email back from tech support yet.,2015-10-07 20:05:03
1981,Liked it!,False,5,Chori81,"liked it! i was hesitant at first to install the app because of the negative reviews but i had no issues at all. works great for me.  i have an iphone, maybe that is why it works great! 😁",2016-06-30 15:27:42
1982,Updated and Improved,False,4,jeffkoe,"updated and improved. it is now possible to access my physicians portal, and is great way to stay current on your health information, and communicate with your health care provider.",2016-05-14 03:32:21
1983,Works fine.,False,5,Redwolf383,works fine. not sure why everyone is complaining about this app. works just fine. zero problems.,2015-11-27 07:33:46
1984,"Good app, but could be better",False,3,Mapesa,"good app, but could be better. app needs to show the sent messages and the ability to reply back to the doctor's messages instead of having to create new ones. those two fixes would make this a great ( 5 star) app.  matt",2017-03-09 17:37:16
1985,Simple to use,False,5,Hornoplenty,simple to use. i've used it for six weeks and everything has been easy and straightforward.,2017-05-08 17:43:27
1986,HELOW  PATIENT PORTAL,False,5,Clw80010,"helow  patient portal. this is a great app to keep me connected to my doctor.  i can send questions, ask for a refill, etc.  someone in the office usually connects with me in a couple of days through this portal.  i love it!!!",2016-12-20 05:34:38
1987,Could be great but it isn't.,False,2,Slaughter17,"could be great but it isn't. app could be more robust. however, the amount of information it provides is very basic. the biggest issue is you can't link accounts with other family members. i've tried multiple times. doesn't work. poor execution. poor delivery.",2016-01-21 19:31:17
1988,Dissatisfied,False,1,Jimbo0273,"dissatisfied. i tried to use this app and had difficulty login in. had password reset and told it was successful yet still can't login. dissatisfaction with support, when you have s problem the support never ask what your having trouble with, just a series of questions that didn't meet my need. what happened to having a box to right in??",2015-10-21 20:20:17
1989,Frustration,False,2,Ibbabs97,frustration. it was working pretty well at first i love being able to see all my blood work and can compare items. i had a resent dr appointment that was showing up in the app. i updated the app and now i can not get any of the new lab work or test results. it only has some 3 year old summaries at the bottom.,2017-04-01 15:57:03
1990,Needs update asap,False,2,Bearden96,needs update asap. i've been able to use this app for a lot and helps manage my healthcare needs with my doctors.  however now when i sign in it gets stuck right when i enter my pin to sign in it will not go any farther or do anything! i need this app with my crazy busy life please fix it!  thanks!,2017-03-19 04:05:48
1991,Great some parts need work,False,4,R3DBON3 DIVA,"great some parts need work. i love being able to review test, x-ray and lab results. also that i have a copy of my meds everywhere i go. it is very convenient. app needs some work, not always user friendly.",2017-01-03 06:49:48
1992,Cool idea,False,5,Debbee_9,"cool idea. it's a great app, once they get all your information uploaded. but it's easy to use and i love the fact you can email your doctor and get a answer. ❤️",2017-02-24 18:45:57
1993,Very helpful,False,5,Dr time,very helpful. i like the fact that you can look at your own record anytime anyplace it's a very good  i don't know what i do with that it's very good for the doctors and for the patient🚑!!!!,2017-02-24 03:26:15
1994,Useful App,False,4,Stl1139,"useful app. i find this app very useful in that it gives me an easy way to get my test results from my doctor. prior to their using this app, getting test results was often difficult.",2016-12-19 17:04:40
1995,Easy to connect with my doctor!,False,5,Siddroc,"easy to connect with my doctor! my doctor, raffinan, is a portal user and i can connect with him for my spouse and my account. the app makes me carry my health information in my pocket.",2016-12-21 01:33:46
1996,Saves time and frustration,False,4,KristiAdams56,"saves time and frustration. it's certainly not perfect but i love the fact that i don't have to waste time holding on the phone with my dr.'s office to check lab results, request a referral or a routine appointment. i despise telephone trees..""push one for"" etc.",2017-01-19 14:15:35
1997,Not great,False,1,MrsTucker2011,not great. this app never works. when i load it and chose an option 99% of the time it doesn't work. the only thing that works consistently is the log in. after that it will randomly close the app or just not let you click on any options.   hope this gets fixed. i think it's a great idea if it worked appropriately.,2016-08-26 10:50:02
1998,Wouldn't even give it one star,False,1,Yoyoyoyoyoyoyo2222,"wouldn't even give it one star. useless. i just wanted to see my x-rays from my provider but could only do so through the app, so i downloaded it and after 20 minutes of creating an account and agreeing to some mysterious license agreements, i was finally ready to see the x rays.  only problem was, the x-rays weren't there and only a bunch of incomprehensible text. thanks for wasting my time",2016-04-02 16:40:01
1999,Works great!,False,4,Kramrow,works great! been using the website but the app is way better. it's easy to chat my doctor and book my appointment.  results were faster too. i'll be using this more.,2016-08-16 20:56:55
2000,"It works, but only in Portrait view",False,3,DTMMD,"it works, but only in portrait view. i use an ipad with a keyboard case which requires the ipad to be in landscape view.  the app only works in portrait mode.   that snd having to look up my doctor each time is annoying. otherwise, the app works fine.",2015-09-22 01:01:41
2001,Love this App,False,5,Starkes,"love this app. i can see my lab results, visit summaries and medication list quickly. all in one place whenever i want it. great tool for communicating between my doctors!",2016-06-13 13:55:15
2002,Good but...,False,3,Lost on the Highway,"good but... the app is good in concept and great when i want to reach my doctor, but it doesn't give me notifications when i have something in my inbox from my doctor!  unless i check constantly, i would never know it was there!",2016-07-15 17:13:47
2003,CRASHES,False,1,Gauston,"crashes. iphone 5 - first it's a nightmare trying to find your doctor. once found, then you put in your un/pw for your doctor's website (you should have this already) -- then the app asks for you to create a pin to access in the future (security, which is good) -- but now the app crashed when i put in the pin i created. the whole log-in, finding your doctor procedure was not designed well.",2013-08-20 14:02:29
2004,Extremely useful,False,5,meghan.smith,extremely useful. app is fantastic for an active connection to your doctor and their team. extremely effective.,2016-12-25 20:53:07
2005,When it works!,False,3,T SKULLY,when it works! it's not a bad app when it works. i don't know if it's the app or the doctor's office but i've had tests done and they are not on here. a message  or email notification would also be nice as i don't look at this app daily.,2017-01-12 14:51:02
2006,Terrible app,False,1,Bi-curious princess,terrible app. this app was supportive make things easy but it's a waste. every time i try to make appointments it shows me doctors that's all the way out of my area. i can never find the primary doctor i go to. the app crashes. half of the stuff on the app doesn't work or give you good information. the only good thing is it keeps track of you prescriptions.,2017-04-11 14:13:51
2007,Works good if you have only one doctor,False,2,macdaddy_h,"works good if you have only one doctor. ui is nice as it simplifies the way of managing the appo and such.  merger to the portal from other doctors fail. no clear instruction on such merger process given or implemented(?).  you get stuck at ""adding other doctors"" which i ended up keeping resetting pw over and over but no success in adding other doctors.",2017-03-31 15:58:19
2008,I can't link new accounts,False,5,aramekaj,i can't link new accounts. i'm trying to link my children's account to mine and it won't work. plus the app keep on crashing. please please fix it,2016-11-15 16:25:07
2009,Buggy beyond belief,False,1,Frustrated13579,"buggy beyond belief. so many things not working i don't know where to start. problems with pin (it won't accept it yet lets me in anyhow), need to keep closing and reopening my account to get any functionality, missing medical data, constant crashing. suffice to say they didn't do sufficient (any?) testing of this app before releasing it. it should be pulled from the app store.",2016-09-13 11:28:31
2010,Tracker Crash,False,4,Oakleybob09,"tracker crash. great app to gather medical info, appointment and medical records and the ability to communicate with your doctor. the health device tracker crashes when entering all devices like fitbit, jawbone, withings, etc. i would give 5 stars if this was corrected",2015-02-28 03:36:48
2011,Worked for me,False,4,somebodyinparticular,"worked for me. logged in with same credentials as the web site, then created pin. i like having the ability to see my appointments and blood work results.",2014-05-14 16:20:17
2012,Best Med site yet,False,5,artistbill,best med site yet. this is so much easier then the one at u mass. simple access when questions need answers. plus plenty of contact with my doctor.,2017-04-08 03:26:51
2013,Does not work with apple health or calendar,False,2,Ming Barksdale,"does not work with apple health or calendar. the access to your health information is good but is also available through the website.  none of the features sync with iphone apps like steps tracker, apple health, nor will my reminders or calendar will sync with the app.",2015-03-16 18:28:35
2014,How can a medical app be this broken?,False,1,Wagmation,"how can a medical app be this broken? whenever i enter my pin it accepts it and then immediately asks for it again. why? if i manage to get passed the lock screen, i can't add my doctor's office even though it claims to be supported. i'm running the latest iphone with the latest software and all my logins/passwords are correct. just doesn't work. period.",2016-08-15 19:13:41
2015,Horrible,False,1,explosive diary,horrible. one of the few times i think technology has caused a process to devolve. the messages don't fully display. so then i have to contact the doctors office and start over. and they are pushing us to use this app which is annoying. this should have been an easy quality/bug test before rolling out. have a serious talk with your it team.,2016-04-13 17:24:42
2016,Bad bad!,False,1,Happyforme,"bad bad! works fine on a desktop but doesn't work on my iphone! tells me docter i've had for 15 years does not exist, customer service takes days to get back on problems and then cant solve them, very bad app!!!!!!' months later and still doesn't work, not working on computer either. customer service is very bad! don't use this app!!!!!",2016-01-17 14:14:11
2017,# why bother,False,1,Punky897,"# why bother. this app is pathetic. you cannot log in, the receptionist got info. wrong i called still cannot get in. no place to get help what is the point of having the app. ????? i have seen apps that stink but you guys have the trophy. if i had a nickel for the time i have spent trying to get this app to work, i would buy a new car! try fixing it or get another job😠",2015-04-30 21:13:47
2018,So very convenient. I'm lovin' this one!,False,5,Scheney53,so very convenient. i'm lovin' this one! this medical app has made my appointments and dr communications so simple.  i can see my records. see my test results. it's a great app!   more hospitals should use this portal.,2017-03-07 12:54:00
2019,Easy to use - peace of mind,False,5,Health Dearest,"easy to use - peace of mind. super fast and convenient - a little slow at times, but a great health provider interface.",2017-03-04 16:10:36
2020,Only part of it seems to work,False,3,NanaSandiC,"only part of it seems to work. i linked my fitbit to this app, but it will not transfer info except for current weight. i can see messages and lab results, which is awesome, but the rest of it seems useless.",2017-04-15 16:29:45
2021,App not working correctly,False,2,Lamato67,app not working correctly. this app was great until the last update. now my medication reminder goes off at midnight instead of the time i have set. no matter how many times i've tried to reset it to a different time it still goes off at midnight. very frustrating.,2017-02-11 13:12:44
2022,Needs Much Improvement,False,2,Momflack,"needs much improvement. it is nearly worthless for viewing lab results because the information is truncated. certainly the developers could figure out how to ""wrap text."" also, the screen to select a pin wouldn't work, and i had to restart the app. the app tends to freeze.",2015-12-05 13:31:29
2023,Great App,False,5,Djdbeuchrvdhdh,"great app. so much easier to remember appointments or medications, i love how i can read the comments about a past appointment. i can't wait to see this app grow.",2017-01-18 13:35:26
2024,Worst sign in,False,1,Caramsey,"worst sign in. seriously the worst app! don't use it!! i tried online and it worked. when i finally found my doctor's office on the app, after about 5 minutes, of trying to locate it, i went to type in my login information. it said accept terms, i did, and then nothing! i never was able to get in to my account!!",2016-07-02 20:52:03
2025,Won't Work,False,1,LexTac,"won't work. i can't get past the pin number. the app tells me to input a pin number, then tells me that is wrong and sends me to the patient portal to get my pin number. guess what? the pin number is not listed on the patient portal, nor is it listed in reference index. it looks like i will have to access my records from the website. at this point the app is useless to me.",2014-11-21 20:31:39
2026,Works Now :),False,5,Aztec_MC,"works now :). app now works. using ipad 4.  you can see appointments, labs, vitals, etc. you can even see your meds, doctors, and insurance.  i recommend this new version.",2014-03-09 23:24:13
2027,Moving in the right direction,False,5,Miket10x1098,"moving in the right direction. such an awesome idea, we need more apps like this that actually benefit people's health. i'm sure this app will get better with time.",2013-06-13 18:41:18
2028,Poor,False,2,guitarguy185,"poor. app has potential but misses a lot of key and frankly features that are industry standard (should be simple to implement). some of the big ones for me are touch id login, sent folder in messages (helpful to see what i sent), read receipt for messages, better notifications.",2017-05-02 21:24:11
2029,Great app.,False,5,Toddml2001,great app. very easy to use once i got in. can ask my doctor random questions and he gets back to me when he can.   a++++,2017-02-26 19:40:52
2030,Very frustrating,False,1,KrusherBass,"very frustrating. i cannot access my messages. it asks to connect to my doctor and i do and it doesn't connect. i've repeated it several times and it never works. i have 9 messages i cannot access. i use several apps without issues. truly on of the worst apps i've ever used for one of the most important things is my life, my health.",2017-01-06 17:42:11
2031,My doc is now communicating with me by ''tis app -awesome !,False,5,LizTheLionhead,"my doc is now communicating with me by ''tis app -awesome ! i was already getting lab results and seeing my appointments with dr. mills' notes. the refill request, and general messaging is a real bonus!",2016-11-26 21:14:28
2032,Functional and helpful,False,4,jgreen7dev,"functional and helpful. i use the app mainly to see lab results. it works perfect for that.    i would like to see health kit support for apple products but other than that, i have no complaints.",2015-12-22 23:28:34
2033,Unable to log in,False,1,Cabinlady,"unable to log in. when i set this up and explode the site i was very pleased. today i received emails with notifications but when i entered the information, i was  told it was incorrect.  i asked for user name and was sent it. asked for a new password and it was accepted. ok now to log in - entered both verified user name and new password.  not accepted!    now what? would love to see my test results!",2015-10-20 06:17:22
2034,It works if they work it.,False,4,Ted Agostino,it works if they work it. i find the app to be very helpful in communicating with providers and labs -- as long as providers and labs use it.  i have many that do and several that don't.,2017-04-15 12:24:20
2035,"Good start, needs HealthKit",False,4,sonivore,"good start, needs healthkit. it's really handy to have this health information in an app, but it needs to support healthkit soon so this information can be useful, tracked and graphed over time, and shared with other apps.",2014-12-17 16:56:30
2036,"frustrating, unintuitive & inconvenient",False,2,ciaorel,"frustrating, unintuitive & inconvenient. i only use this app to send messages to my physician. it's very difficult and unintuitive to send messages. also, it's impossible for the user to reply directly to any message. the user must create a new message! this is frustrating and inconvenient.",2015-02-12 19:45:21
2037,Cannot read messages.,False,4,Gtgyal2013,cannot read messages. everything works except you cannot read messages sent to you by your doctors...healow you need to update and fix this! thanks.,2013-12-31 14:23:30
2038,Worthless app,False,1,"Mike F. (Kent, WA)",worthless app. it asked me to supply a four-digit pin after i logged in and every time i pressed the fourth digit it treated it like a back-space and only showed three digits filled in. this has nothing to do with user incompetence...i've been using computers for 31 years. i'm a professional engineer and my peers (occasionally even my it support team!) ask me for computer help.,2014-11-06 03:52:35
2039,Worst App,False,1,HeidiWesty,"worst app. this app doesn't work! after i set up the account it kicks me out when i go to enter the pin (which i had several issues creating). it's changed the location of the office we use. i've had to delete and reinstall, to only to continue to have issues. i'd rather call the doctors office than use this.",2013-09-04 00:40:42
2040,Good app,False,4,Mrs. KathyJean 😜,good app. this app is a good app help me stay in contact with the doctor! the only problem i have is trying to at my kids on to it with me but over all it been very helpful!,2016-12-28 06:51:44
2041,First time user,False,5,Evergreen2008,first time user. it was easy to sign in and see my scheduled appointments. i haven't used any other options.,2017-01-27 21:44:42
2042,Great App,False,5,Kristibradshaw47,great app. i love this app. it helps me keep track of my doctors appointments and all my test reviews. it's almost like carrying your doctor around in your pocket. i love it. thank you healow.,2016-12-26 23:27:57
2043,Lab results,False,2,Papa44,lab results. the latest update to the healow app now only shows the basic metabolic panel results rather than the 5 test panels. every selected panel links only to the bmp results.  maybe a refresh of the data will fix or maybe there is a bug in the program. please report this.,2016-10-13 13:46:42
2044,A bad joke,False,1,Zzzzzzxxxxdddd,a bad joke. the search function is less than useless when attempting to find your provider or practice.  i can't even begin to log in and i don't hold out high hopes if i ever do.  i really can't believe something this lousy was thought to be functional and ready to turn over to the market place.  minus 5 stars.,2015-04-22 19:51:39
2045,Works great,False,5,MidlothianTX,works great. love the pill reminder and being able to see my results.,2014-03-19 04:18:11
2046,Amy😇💜,False,5,Amybtru,"amy😇💜. what a great app! quick to download! very easy to use! clear and concise! this is a great tool for everyone, but more so for those of us blessed with health issues.. really love it !",2014-02-06 14:29:22
2047,No internet connection,False,1,Drkbaby,no internet connection. since i downloaded it and used it once i keep getting this message saying no internet connection when i'm on my phone network or i'm on wifi. it says the same thing so i will never use their online services. i'll just keep using the old fashion way. it is really annoying.,2017-03-10 02:32:23
2048,Healow works,False,5,Itsme46,"healow works. i love this app, it is easy to use and the setup was fast. i contact my doctor's office through it whenever i need to.",2016-12-19 16:51:30
2049,Great product!!,False,5,Anshul,"great product!! works perfectly, gives me access to my clinical data.",2016-01-15 15:06:09
2050,No option to give zero stars,False,1,Bpd73,no option to give zero stars. which is a shame because it doesn't deserve one. had to change my password to log in only to be told to log in with my new password on an endless loop.    why they send an email to tell me to use an app to get lab results is beyond me.  just email me the lab results and let me avoid this terrible app.,2015-11-19 23:25:47
2051,Not happy,False,2,Marbar5,"not happy. i can't view my notes from my doctor, which is the main reason i got the app. i've had it for over a year, and it just started doing this. i'm hoping an update will fix the bugs! other than the notes, no problems.",2015-11-15 16:20:29
2052,Horrible user interface,False,1,hitchcockhill,horrible user interface. i needed to send a message from my doctor and it took me too long to figure it out. also messages from dr. were too long and app cut them off. i had to go on website to see full text. app is a nice idea but for now it is just annoying and not much of a benefit to this whole process.,2015-10-21 16:01:00
2053,definitely need to be more user friendly!,False,1,Purlymermaid,"definitely need to be more user friendly! it is my opinion that this app is horrible and ""endless loop"" describes it perfectly. i agree with all the negative comments. it is a great idea but the help buttons are pointless and no one ever helps you! in short this app is a waste of time unless there is actually a way to sign in and use it.....",2014-09-07 04:16:16
2054,Very good and getting better,False,4,donhaupt,very good and getting better. comprehensive and informative. navigation could be more intuitive. new messages can be started but by a somewhat circuitous route.,2017-01-06 18:48:32
2055,SCHill,False,5,ArtScott,"schill. extremely convenient and a very easy way to speak to my dr's office! also an efficient method to make and change appointments, as well as requesting rx refills.  really love it!",2016-12-27 16:52:04
2056,Not Functional,False,1,KenJB123,"not functional. when first signing in, you're asked to create a pin. after entering 4 digits, there's no way to progress to the next step.  there's no ""next"" button and you're stuck there.  clicking the app support link here in the app store brings you to healow's home page but there's no mention of getting app support there.",2014-08-12 10:35:54
2057,Awesome,False,5,vfran,"awesome. easy to install and navigate through, have my wife medical info on my page. very convenient app.",2014-04-11 04:41:51
2058,Works for me!!,False,5,Lagrac1980,"works for me!! i installed it, entered my login info, created a pin. entered my doctors id, works just fine for me! not sure why everybody's having problems.....",2013-12-07 12:49:40
2059,Really like app,False,5,sam55am79,"really like app. i really like the app.  makes it easy to refill meds, check appointments and communicate with my doctor.  ❤️",2017-02-08 16:06:49
2060,App needs improvement / medical staff needs more training,False,3,LongtimeRTNmember,app needs improvement / medical staff needs more training. this has potential to be a really great app. but why limit the devices used for tracking? time to add more devices such as misfit. plus more training needed for medical office staff.,2016-08-21 16:32:12
2061,Very unfriendly to Users,False,1,Namelocdet,"very unfriendly to users. this is not a basic ""even a kid could use it"" app. read the other negative reviews... all true. especially the help desk reviews. they will respond... in a few days, but are of no help. all i want to do is change my email address i set my account up with as i don't have that isp any longer. nope. can't do that. really? really.",2016-10-19 14:50:25
2062,Could do better,False,4,Bisoncomp454,could do better. still has problems that need to be fix i guess it works great for the doctors but not the end users,2017-01-15 15:53:51
2063,Can't read test results,False,2,Gamegirl917,"can't read test results. is it me or can anyone read their test results?  i see the test and date it was performed, but i cannot open any of the links. this defeats the purpose if having access to these records, doesn't it?  not impressed with this software.",2014-07-24 10:50:15
2064,Freezes up,False,1,cwayneallenjr,freezes up. every time i try to setup my account on the app when i get to the choose a pin screen it says saving and tries for a minute or so then crashes. i've tried reinstalling it with the same results. there is no email listed for support either. i thought it was going to be great but this is bad.,2014-03-01 19:52:53
2065,Wonderful App,False,5,stumm22,wonderful app. just what i needed. it is safe & secure. it also fast and convenient for people with a mobile device.,2014-02-15 09:28:05
2066,Very Helpful,False,5,JARHEADRLC,very helpful. this is such a good app if you have an appointment and need to view it or change it or even send a note to the dr's office.,2017-02-17 17:49:14
2067,Great app,False,5,Me slice,great app. tells me when appointments coming up and if u email the doctor they respond fast,2017-01-05 04:48:44
2068,Poor UX,False,1,DiverBW,"poor ux. this app does not work well. poor user experience. little things like resetting the fields of forms back to defaults after you've typed in different information, etc.   using the app in connection with a regular web login is also a very poor user experience.   just not a very well done app by today's standards.",2017-01-14 21:28:33
2069,Dent's all in one app,False,5,What4Fun,"dent's all in one app. absolutely love the app!!! keeps all my information in one place, from dr appointments to test results and future appointments",2017-01-27 13:01:17
2070,I hope it works,False,1,trains4one,i hope it works. i spend a great deal of time on the road.  downloaded the app this morning about 2000 miles from my home.  tried to enter my current home town and it tries to match the name to either clinics or doctors in the location i'm in.  app needs to be tweaked to allow searching outside you immediate location.,2013-02-13 15:20:54
2071,Can't seem to even sign in-,False,1,patioelf,can't seem to even sign in-. nothing like starting off with confusion and bad instructions. it took me right to page where it told me to sign in but there was no option to even register as a new user. looked for instructions and after 20 minutes i have to give up. what a waste of time.,2017-05-08 19:32:28
2072,No problems so far,False,5,Senkots,no problems so far. healow has been great. i can contact my dr. on this site almost faster than leaving a msg at her office. love it,2017-01-22 18:27:58
2073,Love the simplicity,False,5,Tinkoo31,love the simplicity. i love the fact that i can manage both my kids account in one app,2015-10-02 20:58:48
2074,Not very helpful,False,1,xtillwa,"not very helpful. there was a time when viewing lab results worked fairly well with this app. now there is just one line from each lab report showing - not just from the most recent lab results, but all of them. unless and until it is fixed, it is pretty worthless.",2016-10-31 15:25:10
2075,Eclinical,False,1,PutterSC,"eclinical. worst medical records app ever created. i enter all my information correctly...and app makes me start from the beginning over, and over and over.  i was able to access it my first time after i downloaded it; the only info available...my past visit!  no summary...nothing. fix this app please!",2016-02-03 02:09:33
2076,"Bad App, bad support/lack",False,1,ibdribbles,"bad app, bad support/lack. tried using app, providers don't update info, visits, or medical data. no way to contact customer support, link doesn't work. no way to delete old messages. no way to change provider location. no way i'm using this app anymore. seems to be a link for email only.",2016-01-23 13:17:30
2077,"Can't log in, even after password reset",False,1,DeGeos,"can't log in, even after password reset. this will not be how i interact with my doctor if i cannot get it to work even one time.  since when is there a customer service function in healthcare that will 'respond within 48 hours'. checked user id and reset password, still not working.",2015-09-23 23:00:25
2078,Won't open,False,1,Tom in The OC,won't open. i have used the online portal and it is great. this app downloads but i cannot get past the two step installation procedure. i enter my physician's name but get no response. i should be able to go straight to the log-in where the practice information should come up. this app needs a lot of work. useless for now.,2014-05-12 19:50:11
2079,Non-operational,False,1,Snoozy5,"non-operational. looks like a great app. my current dr is using it, and wanted to give it a try. downloaded to phone (iphone 4s) and can't get the app to display on my app screens let alone open from the app store where prompted for download and then shown once download is complete and given option to ""open"". nothing happens.",2014-03-14 21:47:04
2080,No iWatch support,False,3,Markehobs,"no iwatch support. gives general support for appointments and records but no support to linking iphone or iwatch as a device for tracking and linking information for health goals,,,,,,,you must use a device such as fitbit or withings etc. unacceptable. please support apples health app.",2017-05-08 09:06:18
2081,Also can't get past the login,False,1,healthnut13,"also can't get past the login. i had the same issue as kbenoit99.  i tried everything; resetting the password, deleting the app and reinstalling, etc. but it still doesn't work.  and there is no phone number or email to contact for technical support.  this is really frustrating!",2013-02-14 20:43:40
2082,Needs updating,False,2,Mooieboy,"needs updating. basic's are there, but needs desperate update to support healthkit functions, both download and uploading data.  especially needs updates for downloading and installing health records like their competitors already have with their ios app.",2017-05-05 02:40:42
2083,Mr.,False,5,KeithEW,mr. i have using my hospital/clinic patient's portal. on my laptop for years. with this app. i have all my medical information on had were ever i go.,2017-02-09 18:54:26
2084,Horrible App,False,1,4juicy,"horrible app. never works properly!  for something as important as medical results or messages from your doctor, this app can't handle a privilege such as this. you would think the developers would want this app to be like no other, but it's just horrible! i will be telling my doctor how bad it is too!!!!",2016-07-17 13:32:08
2085,It's an awesome update,False,5,mailjin,it's an awesome update. i am able to link my sons record and pull up his information when i was at his dentist. awesome app.,2014-09-12 23:17:59
2086,Cant get past login,False,1,Jimmy Jamz 77,"cant get past login. i was able to find my doctor. i entered my portal login information, accepted the terms of use and it just dumped me back to the login screen. i am hopeful that this will get fixed. i really like using my doctor's portal and it would be really great if i could access on mobile devices.",2013-02-13 20:50:00
2087,This app stinks,False,1,Jdeebs2021,"this app stinks. what a useless app.  it constantly freezes up and closes in the middle of using it. it tells me i have ""important messages"" from my doctor, but when i press to open them, they will not open.  none of my bloodwork results ever show up like they should.  this app needs a lot of work.",2016-10-13 12:38:15
2088,Double Install,False,2,Rugby49,double install. why does this install a second app called patient portal automatically?  patient portal does not show up on my app list and cannot be deleted.  should have been given a warning that downloading healow will also download patient portal.  unacceptable.,2016-01-26 10:28:28
2089,Won't update.,False,2,TheColorBug,"won't update. app works ok, not the best. but i have an update for it on my phone and the update will not complete. i have been re-attempting to download it for the past three days and it doesn't matter how good my connection is whether with wi-fi or the network.",2015-12-23 20:46:20
2090,So far the app is working good,False,4,❤👍🏻👏🏻,so far the app is working good. just started using this app and for the short time using it i have had no problems.,2017-05-13 02:45:53
