,title,rating,isEdited,content,userName,date,developerBody,developerID,developerModified
459,Amazing,5,False,amazing. great app showing that the free market will get you the best products no government required. if you ever have the fourtian to go to mayo. this app gives you all your medical records and tests at your fingers. also shows your upcoming and past appoiments.,max69power,2012-11-09 05:09:33,nan,nan,nan
460,Works for me,4,False,"works for me. been using the app for a while now. seems to work fine, especially being able to retrieve lab reports and other data.   what happened to the finger print id login feature? or was that another app?",MahoganyFrog,2017-07-19 16:49:17,nan,nan,nan
461,Fantastic!,5,False,fantastic! mayo provides more info to their patients faster than most health organizations provides it to their doctors!!!!! trend charts on lab results very useful for diagnosis. he only interest that matters is that of the patients.... quote from the doctors mayo ( visionary leaders in their profession) that mayo clinic still abides by to this day.,Tara tisch,2012-11-01 01:53:05,nan,nan,nan
462,Unable to login in on iOS 11.,1,False,"unable to login in on ios 11. i could login before the system updated their electronic records system. i can login to the web. i can not login at all on the phone. i can not use it at all. i am about to delete it. there are no faqs, troubleshooting, or anything to help you resolve the issue. mayo clinic personnel have not been trained on it, and can not help you. this is a really horrible go live. at least put a help document out. not up to mayo standards.",Selikad,2017-07-20 19:56:52,"Our apologies. If you could please send an email to mcmobileapps@mayo.edu and put Selikad in the subject - someone from our team will assist you. 

Thanks Troy N.",830907.0,2017-07-21T21:35:15Z
463,Mayo is on the ball!,5,False,"mayo is on the ball! i'm lucky to live close enough to use mayo for both primary care and specialists. between their first-rate staff, fantastic web site, and this best-in-class app, i get all i've ever hoped for from a medical service provider! great job!",gomezs99,2017-02-25 21:34:36,nan,nan,nan
464,iOS 9 updated fixed.,4,False,"ios 9 updated fixed. the update brings no more crashing, i still have a problem with sign on sometimes but all the features are wonderful!",Echojhawke,2015-09-30 14:43:44,nan,nan,nan
465,Great help,5,False,"great help. wife just had heart surgery there.  we could see test results within 15 minutes of tests at times.  can read doctor & nurses reports, helps prepare for appointments & tests.  looking forward to mayo expanding communications section.",Lynn Holifield,2012-11-18 14:48:28,nan,nan,nan
466,Inconsistent,1,False,"inconsistent. this app is amazing when it works right,  1/4 of the time. i always have an issue with the log in as it takes a while to connect and when it does, i receive an error "" login failed"". that should be the name of this app. or it takes a few minutes to "" authenticate"" account and it never seems to do just that. it's quicker to go online and access your patient portal.",TriptychNY,2016-11-21 23:25:13,nan,nan,nan
467,Amazing,5,False,amazing. this is a great app to have.  i like reading the doctors notes and the test summary results. i can read over many time to full understand what my condition is.  mayo is first rate and this only is a great tool to use.,I.is.awesome,2013-06-16 02:55:57,nan,nan,nan
468,Simple and Easy,5,False,"simple and easy. best app for tracking appointments and medical records, it's doesn't have all of web features but that's understandable... it's very simple and straightforward to get to where we need to...i like it 👍",Game Sam,2016-10-20 00:28:08,nan,nan,nan
469,Mayo app,5,False,mayo app. really helpful on appointments. i'm a lung recieptant so i usually have 7 appointments on th day i go over.  it syncs to my calendar n makes it a breeze.  i can also get th results of of my blood work & coordinate with my team.  really great,Jagracin,2014-02-27 20:26:56,nan,nan,nan
470,One of you It patients is offering to help,2,False,"one of you it patients is offering to help. i am a disabled veteran, a patient at mayo but mostly the va, i am also a retired intel engineer. the healthcare industry has a long long way to go, while your apps are ok even helpful they are not addressing my issues in any way, these issues are common, contact me and i'll help you for free for the sake of getting this stuff to start working right",Green CTO,2014-12-10 20:12:46,nan,nan,nan
471,First Class App,5,False,first class app. this is how apps should be done. no unwanted sales junk getting in the way. great time saver and easy to use. a must have for all patients and family caregivers.,MICHAEL EDWARD HOFF,2017-04-13 13:29:13,nan,nan,nan
472,Amazing app!,5,False,amazing app! this app is awesome.  it was so helpful to have instant access to my test/lab results during my week in rochester.  if only our entire country's healthcare system could be as well run as the mayo clinic.,new 2 SUDOKU,2012-08-09 17:59:14,nan,nan,nan
473,Awesome app!,5,False,"awesome app! covers everything and allows you to get your results in a timely manner. if you're a patient at mayo or are going to be, definitely use this app.",Coloradoandrea,2017-04-21 16:38:56,nan,nan,nan
474,"Wonderful, organized, informational",5,False,"wonderful, organized, informational. great app! everything you need to know is right at your fingertips. easy to understand how to navigate. lots of informative articles!",Jenbstylist,2016-04-15 01:47:56,nan,nan,nan
475,Love the app ❤️,5,False,"love the app ❤️. it's nice to be able to keep up not only on appointments, but all past history of tests and lab work. i like being able to log in on my iphone with fingerprint sensor.",MD4927,2017-05-11 01:21:53,nan,nan,nan
476,Thank you!,5,False,"thank you! as a mayo patient, this app is phenomenal!  keep track of your appts and be able to read your file and see lab results.  thank you, mayo, for creating this for us!",Minnesota Minnow,2013-01-25 23:54:22,nan,nan,nan
477,New update fixes crashing,5,False,"new update fixes crashing. the previous version crashed on startup. this new update fixes that and it's back to being a great, very useful app.",Matt Blank Zero,2013-05-22 03:04:19,nan,nan,nan
478,Great app,5,False,great app. the app is great for managing all of one's mayo itineraries and results. i was trying to write a more in depth review but each time i was told that the nickname was already taken and lost all of the content.,Ksflat7,2017-01-01 16:32:43,nan,nan,nan
479,Very nice.,5,False,very nice. i wish i could check more information going back to 2006. otherwise just a very good tool to keep you updated.,Edikam,2016-02-13 23:27:24,nan,nan,nan
480,Can keep track of mom :),4,False,"can keep track of mom :). i live in a different state than my mom, who is undergoing care at the awesome mayo clinic in florida . i am able to keep track of what's going on with her .no more thousands of calls to doctors ! love it !",Lrnprncs,2015-06-03 18:27:54,nan,nan,nan
481,Can't View Lab Results,2,False,can't view lab results. i downloaded this app to be able to check my lab results without having to call every time.  it won't load and i have tried numerous times on wi-fi.  they need to fix this part of the application to load large amounts of information without error.,toddkblake,2013-04-05 14:07:43,nan,nan,nan
482,Great!,5,False,great! this app is awesome but for some reason i am having problems now on my iphone 5 logging in. also can we get an iphone 5 update so the app works with it.,A-team21,2013-03-25 21:49:53,nan,nan,nan
483,A real time saver,5,False,"a real time saver. convenient communication with my physician, verify appointments, remember what meds i'm taking, get copies of med orders via secure email and print at home. it's a real time saver for everyone.",Barleycs,2017-05-12 22:52:31,nan,nan,nan
484,Wonderful,5,False,wonderful. this is perfect for patients to organize their appointments!  it has maps and directions!,Shelliedc,2016-09-18 15:41:55,nan,nan,nan
485,Doesn’t work with IOS9,2,False,doesn’t work with ios9. after upgrading to ios9 today the app starts to load and then goes back to the home screen. i’ve tried deleting the app and then reloading and it still crashes the same way. very frustrating because i think the app is awesome and want it back!,wbmurray,2015-09-18 03:43:25,nan,nan,nan
486,Amazing,5,False,amazing. wish every dr and hospital would make it this easy! bc some have apps but it's still not this easy! nor is their care top notch like mayo!,pepperbrasseaux,2017-06-21 19:06:42,nan,nan,nan
487,Top Notch!,5,False,top notch! mayo is clearly number one in medical care. they certainly reflect it with this app. it's easy to use and practical. you have your medical records at your fingertips.,Cutterguy1,2016-04-12 11:35:28,nan,nan,nan
488,Doesn't work,1,False,"doesn't work. i got the app to keep track of appointments, see my records, and send/receive provider messages. all the app will do is request a new appointment. from reading other reviews, it seems just to be an issue with this version. hope they roll this version back or update it soon, because as of now it's pretty worthless.",SopranoPadrona,2016-02-06 14:45:11,nan,nan,nan
489,Nice App,4,False,nice app. i love having access to all of my mayo info in one place. i share this with my gp when i visit her rather than requesting records sent. it's also easy to access and improves all the time.,CSCgrad,2016-08-29 13:45:44,nan,nan,nan
490,Perfect app,5,False,perfect app. this is a wonderful tool that helped me during my mayo visit.  i show it to my doctors at home and there is no confusion.  i was at rochester so i can only speak for that area.  love it!!!!,Texas Migrainet,2012-12-18 06:13:44,nan,nan,nan
491,Mayo Clinic patient app,5,False,mayo clinic patient app. love the new update and features! especially helpful to see radiology images and appointments in passbook. you are an amazing team.,mdh001,2015-01-20 18:43:27,nan,nan,nan
492,"Great application, easy to use!!!",5,False,"great application, easy to use!!! it is very nice to have very easy access to your records and appointments. i love to be able to synchronize appointments to my calendar!",Anuka1987,2012-06-23 18:55:20,nan,nan,nan
493,Excellent app!!,5,False,excellent app!! thank you to all those who worked on this! all the information at my fingertips!,ngwood,2012-05-15 17:57:03,nan,nan,nan
494,Attention,3,False,attention. cannot delete or update med list or allergies. not very interactive. would like the ability to send photos of reports and meds instead of trying to find fax numbers.,Dkbxw,2016-03-25 03:47:51,nan,nan,nan
495,Excellent,5,False,excellent. got all the information i needed for my week long visit.  great getting test results as they became available. tank you!,CotonMom,2017-06-07 02:51:04,nan,nan,nan
496,Patient,5,False,patient. outstanding! now i don't need to carry all of that paper with me to appointments. very nice to look up my own test results.,DonaldJames,2012-05-22 01:07:32,nan,nan,nan
497,Utilitarian Excellence,5,False,"utilitarian excellence. by far the easiest and most functional healthcare app available. messaging, records, labs, imaging, allergies, immunizations, medications, vitals...a great deal of distance ahead of any i have used.",KenaiPaul,2017-06-20 12:58:35,nan,nan,nan
498,Not very helpful,1,False,"not very helpful. if you have a mayo clinic number this can be very helpful. you can create an account and have the world of your health at your fingers. if you do not, this app seems useless. it becomes a space filler on your screen. for everyone who has a mayo clinic number, i would highly suggest this app. if not, don't waste your screen.",Superfungamesupetfungamw,2012-11-04 15:05:40,nan,nan,nan
499,Awesomeness,5,False,"awesomeness. a fantastic app, easy to navigate, it's great not having to wait for my test results!  almost instantly they are posted!",Wyldflower,2017-06-20 18:33:41,nan,nan,nan
500,Good,3,False,good. this app stopped working well. two of my appointments were deleted and i had to call the clinic to ask about them.  i will still have to carry paper appointments,Crw0003,2017-03-23 17:47:01,nan,nan,nan
501,Got to have it.,5,False,"got to have it. if you are treated at the mayo clinic you need this app, it was along time coming but worth waiting for. well done",DM1301,2012-05-17 01:50:14,nan,nan,nan
502,Excellent,5,False,"excellent. easy to use, great response time from my provider-- making my life easier!!!",Sarah25*,2016-04-06 22:26:23,nan,nan,nan
503,Leading the way!,5,False,leading the way! mayo clinic patient app is fantastic. i can access my records anytime i need to.  patient information is in our hands now. nice work mayo clinic,Mehhem,2013-12-18 21:16:37,nan,nan,nan
504,Always difficult to get into the account,1,False,"always difficult to get into the account. it would be a great app if it was easier to get in but it's always a pain. i understand why most patients stop or give up using the portal. i'm computer literate and i have problems, i can't imagine someone who isn't literate try using the portal.",LeoK124,2017-06-05 21:42:49,"Our apologies. We're sorry you are having this issue. If you could please send us a direct message to mcmobileapps@mayo.edu - our technical team will help you troubleshoot this issue. 

Thanks Troy N.",648450.0,2017-06-26T18:26:56Z
505,Mayo Portal,5,False,"mayo portal. i absolutely love this app.  i have several doctors at mayo and this app keeps all of my correspondence, appointment schedules, x-rays, lab results, pathology findings and much more.  i'd be lost without it.  thanks mayo!!!",lala.poo,2017-04-09 03:04:17,nan,nan,nan
506,Fingerprint signing,5,False,fingerprint signing. has that gone away w the latest version?,Edhekp,2016-02-22 19:43:05,nan,nan,nan
507,Failure to Launch!,1,False,"failure to launch! this was a great reference app when it worked  on ios 8.4. however, as had already been stated with the ios 9 update it will initially launch but closes immediately. i just finished installing the ios 9.0.1 with the same results.  please address soonest. this app has been a godsend for me while at mayo clinic.",cruiseships1,2015-09-23 18:46:35,nan,nan,nan
508,Great App!!,5,False,great app!! a very easy to use app with tons of great info. all my lab results and appointment info right in my hands 24/7.,Gar2781,2012-05-23 04:21:41,nan,nan,nan
509,Outstand health service,5,False,"outstand health service. as a mayo patient living some distance from rochester, i love the daily part of the app. it really is like getting to listen to mayo clinic medical caregivers.   superb!   go mayo!",G. Perry,2017-03-18 16:13:37,nan,nan,nan
510,Pleasent surprise,5,False,pleasent surprise. i just installed this app in my ipad and it is amazing. faster and more details than the pc version. great job!,Raulaz0,2017-02-24 18:15:11,nan,nan,nan
511,Very cool app!!,5,False,very cool app!! this is a beautifully designed app for patients. love the navigation of where the next appointments are. well done mayo!!,goblinstar,2012-05-15 20:35:41,nan,nan,nan
512,Used to be amazing. Now it's junk.,1,False,"used to be amazing. now it's junk. no longer have access to imaging, just reports. this was the reason i loved the app. it was so great being able to take it to other dr appointments and discuss things right there with the doctor while looking at images. now this app is pretty much useless and i'm devastated.",Kavid12,2016-02-06 15:19:39,nan,nan,nan
513,Doesn't work Anymore,1,False,doesn't work anymore. it wasn't the greatest software when it was working;  now it doesn't work at all.   the good: you could get lab results and appointment data on your iphone.   the bad:  you can't get account info or pay your bill. you can't cancel or change appointments.,JR82059,2015-09-23 13:30:35,nan,nan,nan
514,Great App!,5,False,great app! highly recommend to keep track of appointments and results.,gabrielalia,2017-02-28 18:40:47,nan,nan,nan
515,Excellent app and care at Mayo Clinic,5,False,excellent app and care at mayo clinic. the app is a professional portal which gives the patient a sense of ownership to his or her health. thankful for the communication and professionalism.,Seabunny2,2016-07-22 20:01:51,nan,nan,nan
516,Great Health App,5,False,great health app. gives full access to all spots with mayo. also has great health tips. another reason to doctor with mayo.,mht.52,2016-05-27 14:08:39,nan,nan,nan
517,App works under iOS 9.0.1,5,False,app works under ios 9.0.1. just updated my iphone 6 to ios 9.0.1. app is working again.,OttoCcp,2015-09-25 18:14:00,nan,nan,nan
518,Not compatible with iOS 9,2,False,"not compatible with ios 9. mayo's it team need to update the app for compatibility with ios 9. do not expect this app to work if you have ios 9 on your iphone. it endlessly crashes and stays running in the background sucking battery, i'm sure.",palemoonrises,2015-09-23 14:47:48,nan,nan,nan
519,Crash!!!!!,1,False,"crash!!!!! i can't even sign in since i updated the app! it won't pass the sign in process, or when it does go into my portal it blinks out and crashes again. i loved this app before, and i really rely on it every day for my appointment and communications with mayo! please fix quickly!!!",jlg12344,2015-05-14 20:53:13,nan,nan,nan
520,Fix Crash!!!,4,False,fix crash!!! was a great app until lately when it began to crash,shain_the_pain,2015-05-18 00:30:23,nan,nan,nan
521,IOS 9 update,2,False,ios 9 update. i downloaded the new ios 9 software and your ap has crashed. please get a fix asap. i can't not access my portal with my medical information and it's an important connection between my medical care team and me.,Fourfoot8,2015-09-25 05:01:02,nan,nan,nan
522,MAYO app,5,False,"mayo app. always have a very educational information, helps with excellent recipes, best app so far",TesterInterp,2016-12-03 23:18:21,nan,nan,nan
523,Continually forgets password,2,False,continually forgets password. this seems to apply only to the iphone version. it does not allow me to store my password behind touch id such that i can use my fingerprint to access the app. it forgets every time.,Internaut,2016-02-03 13:00:29,nan,nan,nan
524,Not Useful,1,False,not useful. the only way to look at pt records is to click the link to the website where you have to log in a second time and view them in browser.  pretty lame - it's easier to just bookmark the website.,Jomt77,2014-07-17 15:46:43,nan,nan,nan
525,Ios9,1,False,ios9. loaded the upgrade for ios 9 rendered my mail app useless crashes immediately upon trying to launch it cannot have both you decide which one you want and stick with it hopefully somebody will fix it soon,MetalmanDan1964,2015-09-18 20:12:18,nan,nan,nan
526,Excellent,5,False,excellent. all my medical info whenever i need it!  very easy to use.,Jep02,2012-05-15 11:09:18,nan,nan,nan
527,Mayo proves why they are the best,5,False,mayo proves why they are the best. the mayo patient portal app is the gold standard.  mayo sets a high bar in excellence and they achieved it with this app. thank you mayo.,B521017,2017-07-21 20:31:11,nan,nan,nan
528,Great app,5,False,great app. great functionality. makes a stressful time slightly less so.,Minncat,2016-01-14 23:14:35,nan,nan,nan
529,ios9 failure,1,False,ios9 failure. used to be a decent app. used it for a couple years and found it useful and simple to use. with ios9 update the app has been updated but still will not run. crashes as soon as you open it. a real shame. now completely useless.,Cdmitchjax,2015-09-21 02:10:47,nan,nan,nan
530,Mayo app crash,3,False,mayo app crash. i agree with everyone's comments below mine. disappointing that the app is not working on apple's new system. how do we get it fixed?,Iowa Farmerboy,2015-09-22 09:54:16,nan,nan,nan
531,Fixed,5,False,fixed. i echo merkin71's comments. all is well and app is very useful and packed with info.,Areview28,2013-05-22 13:47:29,nan,nan,nan
532,Exceptional,5,False,exceptional. very useful tool. subway maps are greatly appreciated!,Geebz12345,2012-05-16 18:59:07,nan,nan,nan
533,Great App,5,False,great app. this is a great app and i use it frequently when i doing anything with mayo.,Walmartwilly,2017-07-21 21:35:00,nan,nan,nan
534,Mama bear,5,False,mama bear. love this app! user friendly. all of my information at my fingertips 😊,Andy in the kitchen,2017-02-24 21:04:33,nan,nan,nan
535,Good App  😊😊,5,False,good app  😊😊. this app is great and facilitates the patient's access to the information he wants .  thanks mayo 🌹,هوزهيري قديم,2017-04-20 01:03:58,nan,nan,nan
536,Disappointing,1,False,disappointing. i love this app when it works. lately i get a message immediately following my password stating that login has failed. i've had to start using the mayo site to access my info. at this point the app is worthless.,Cwoody65,2015-11-06 13:46:10,nan,nan,nan
537,Home Run!,5,False,home run! this app is chocked full of information!!!  no more carrying papers around.,KatiePaulson,2013-07-25 12:22:29,nan,nan,nan
538,Disappointed,1,False,"disappointed. i was excited to use this app, but it won't let me sign in! it just keeps making me change my password and nothing works! i just use re browser instead.",Jordan_28,2015-07-15 01:11:10,nan,nan,nan
539,Useless,1,False,useless. prior version was one of the best. used it regularly to review personal medical records and communicate with my doctors. new version is not functional. can no longer see any data. i just get a request appointment page.,Crane dance,2016-03-10 12:06:34,nan,nan,nan
540,All centered around Rochester,4,False,"all centered around rochester. it's great that you can see your medical record, but directions and hotels are all rochester's...nothing for fl or az.",Nurjoy,2012-11-12 11:06:12,nan,nan,nan
541,App Update Crucial on iOS9,2,False,app update crucial on ios9. i use my app while currently seeking treatment at mayo and i usually decline paper while there and my app isn't working - it crashes. please fix and update. it's a great app for the patient experience.,TheLobsterShack,2015-09-22 21:47:50,nan,nan,nan
542,Crashing with iOS update,3,False,crashing with ios update. help won't stop crashing on my ipad with the new ios update.,Dustydaisy,2015-09-23 04:05:07,nan,nan,nan
543,Crashes,1,False,crashes. loved it until this last update. now it crashes immediately after opening it!,Andi0320,2015-05-18 02:07:26,nan,nan,nan
544,Awesome App!!!,5,False,awesome app!!! could not ask for a better app,Rick's I Tunes,2016-11-01 03:12:04,nan,nan,nan
545,Never get the verification email,1,False,never get the verification email. this app has been worthless to me as i have to verify my account from an email that i never receive despite trying multiple times.,Gballin1,2016-04-27 23:30:22,nan,nan,nan
546,Can't Pay Bill via App,3,False,can't pay bill via app. can't pay bills through the app...website only. ugh!,Deebyweeb,2016-02-29 17:49:30,nan,nan,nan
547,Love the app,5,False,love the app. it's great having access to my records.,danferro,2015-01-13 23:38:36,nan,nan,nan
548,It's just not all there.,2,False,"it's just not all there. there is no option to see your bill, or make a payment and no instruction to get there. hum",Rustikallem,2016-08-25 22:39:12,nan,nan,nan
549,Mr Rodrigo De Luna,5,False,"mr rodrigo de luna. love how i get all my info on my dr visits,labs,radiology and medicine currently have. love it would recommend it",ROD DE LUNA,2017-06-05 14:42:58,nan,nan,nan
550,Love it,5,False,love it. would be lost with out it!! must have!!,tmuller20,2012-12-10 05:27:08,nan,nan,nan
551,Upgrade Needed for IOS 9,1,False,upgrade needed for ios 9. very disappointing to have an upcoming appointment and not able to use the app during the visit. programmers need to fix with an upgrade quickly!,Cheerandfun2003,2015-09-21 00:45:13,nan,nan,nan
552,Great,5,False,great. works for me plain and simple,I'm gay wakka wakka,2013-08-19 06:05:26,nan,nan,nan
553,Not a fan,1,False,"not a fan. i have struggled with the updated app because it's not as user friendly. i usually adapt to change really well but in skeptical on this one, unfortunately!",Kw5978,2016-01-04 05:13:24,nan,nan,nan
554,Bad version,1,False,bad version. i've used this app for a long time but this new version crashes at login so i can't say how it works when it crashes before i can use it.,MJBSA,2016-12-07 01:03:56,nan,nan,nan
555,Downgrade again,1,False,downgrade again. last 2 upgrades had issues and it takes weeks to resolve.,Never usually rate,2015-08-30 14:46:07,nan,nan,nan
556,Mayo Clinic App,5,False,mayo clinic app. so convenient...i use this constantly!,simpleLuvs,2016-05-04 23:58:19,nan,nan,nan
557,Terrible update,1,False,"terrible update. the previous version was user friendly, had some great apps within it and the foyer print security...this version is garbage!",Curtis7505,2015-12-28 20:33:42,nan,nan,nan
558,No privacy! Everything on your servers?,1,False,no privacy! everything on your servers? how about offline data without account requirement. and upload as user wants.,HART-OF-SWARM,2014-10-13 02:29:03,nan,nan,nan
559,Awful,1,False,awful. something is wrong with this version. can't open on my ipad...never had a problem before.,Clwtl,2015-08-28 01:56:11,nan,nan,nan
560,Very helpful,4,False,very helpful. great app helping to organize and not to miss your appointments. thanks mayo,Chagil,2016-08-11 21:05:46,nan,nan,nan
561,Need update for iOS 9,1,False,need update for ios 9. i can't get my records or appointments now bc i updated my software 😡 please get this fixed asap!!! it was such a great app before but it's not compatible with the new software.,Hijump80,2015-09-25 02:29:35,nan,nan,nan
562,Not Accessible,1,False,not accessible. this app does not consider accessibility for those who use voiceover on any ios device. hoping versions are more usable if not completely accessible.,Sguerra12,2012-05-16 16:28:09,nan,nan,nan
563,Doesn't work with iOS update,1,False,doesn't work with ios update. have lived this app until now. it is not working with the latest ios update on the iphone.,only1good,2015-09-27 14:25:30,nan,nan,nan
564,Worthless,1,False,worthless. it crashes seconds after opening.,OilCan12,2013-05-21 21:39:36,nan,nan,nan
565,Won't work!!!,1,False,won't work!!! won't work with ios 9!  how frustrating; i hope the mayo software engineers have this on their radar and fix it quick!,MJK-B,2015-09-21 13:27:52,nan,nan,nan
566,installed iOS 9 on my iPhone 6 Plus,2,False,installed ios 9 on my iphone 6 plus. does not work after i installed the new ios 9 app will not open,Bigjrome,2015-09-18 19:58:47,nan,nan,nan
567,Mayo App,3,False,"mayo app. i like the mayo app, however, i cannot get it to work since i installed ios 9",Bethelrock,2015-09-20 17:21:19,nan,nan,nan
568,Crashes,1,False,crashes. please fix this app. it now crashes ever time i try to use it and i manage all my appointments and results through this.  please help!,Valley1229,2015-09-24 16:11:39,nan,nan,nan
569,Not user friendly!,1,False,not user friendly! it ask me to turn on tracking every time i open the app! this is crazy!,TheTrulucks,2015-12-23 12:48:20,nan,nan,nan
570,Mayo AP,5,False,mayo ap. outstanding resource for all parties!,"Dave ""G""",2016-04-27 18:54:16,nan,nan,nan
571,Great app,5,False,great app. works really well!,Shadowwolf007,2015-12-29 12:50:33,nan,nan,nan
572,X,1,False,x. when on the the mini crashes on start up. hope someone can fix it. not mayo quality.,Mkb123456789,2013-05-22 00:56:13,nan,nan,nan
573,Worked great before this update.,1,False,worked great before this update. now unable to access anything,Twinscorps,2015-12-23 14:09:03,nan,nan,nan
574,Won't launch after iOS 9 update :(,1,False,"won't launch after ios 9 update :(. please fix, this app is very helpful when working properly!",thuff11,2015-09-25 17:54:06,nan,nan,nan
575,Update Crashes,1,False,update crashes. a great tool for the past year but now it crashes when it first loads.,Silver$urfer,2013-05-21 14:26:29,nan,nan,nan
576,Very useful,5,False,"very useful. like it, it is very useful",Saa7aaab,2016-03-30 02:45:24,nan,nan,nan
577,Crashing,1,False,"crashing. like everyone else, i used to love this app....now....it just causes frustration. please fix it asap!! i need this for communication with my doctors etc.",PemyGirl,2015-05-18 19:43:08,nan,nan,nan
578,Watch App Gone,1,False,watch app gone. the watch app and the watch glance are gone. my daughter had leukemia and this app on my watch helps me with her massive amount of appointments. fix it. now!!,ShyellCo,2015-12-31 17:51:53,nan,nan,nan
579,Worthless,1,False,worthless. it is amazing how this developer have made this app absolutely worthless. revert it back to the latest version.,Iaviator,2015-12-29 21:18:07,nan,nan,nan
580,TXGAL4evr,5,False,"txgal4evr. this app is awesome, esp if you or a family member are looking forward to an appt at mayo!!! thanks mayo!!",TXGAL4EVR,2013-05-13 13:03:24,nan,nan,nan
581,New version not user friendly,1,False,new version not user friendly. can't access anything.,Not a good app update,2015-12-22 19:07:54,nan,nan,nan
582,Problem on iPad,1,False,problem on ipad. i have the same problem as wxman123. can't open the app on my ipad since version 2.55 came out.,Tell man 44,2015-08-26 00:29:43,nan,nan,nan
583,Mayo,5,False,"mayo. great, handy, easy to use!!",Endlessdreamtc,2013-05-16 19:24:54,nan,nan,nan
584,Crashes,1,False,"crashes. unfortunately, i couldn't get in at all. the old version worked great.",Mp@tient,2015-05-21 01:10:03,nan,nan,nan
585,Mayo App,5,False,mayo app. very useful and informative.,Jay qwerty rival,2017-06-11 18:52:25,nan,nan,nan
586,Fabulous Resource,5,False,fabulous resource. keep track of all aspects of mayo relationship: appointments labs & tests reports  with ancillary resources to help you help your own wellness.,BradHillstromSr,2016-12-07 02:45:40,nan,nan,nan
587,Won't start on iOS 9!!!!,1,False,won't start on ios 9!!!! just crashes and crashes. i need this fixed.  very important app for me!!!,A&C Nick Name,2015-09-18 20:01:37,nan,nan,nan
588,Used to be a 5,1,False,used to be a 5. the newest update won't let my iphone 4s open the app. before that i loved this app.,hughouse,2015-08-25 21:37:14,nan,nan,nan
589,Misleading,1,False,"misleading. as a non-patient, i tried to establish an account.  it wouldn't allow me to do that without a patient id number.  well, duh, i'm not a patient!",DMC54,2016-06-25 23:06:26,nan,nan,nan
590,The bar is set for American healthcare,5,False,"the bar is set for american healthcare. having been in other medical programs and longing to experience the mayo system, i finally had my chance to receive 2 full days of treatment. during the very first appointment i was introduced to this app - and the bar was set. i could ditch my literal 1/2"" thick stack of papers and forms that i had grown accustomed to traveling with while in any hospital.   this app is as amazing as the staff and system at the mayo clinic. it only makes sense that i should be able to see the same medical results that my doctors can see, i can read their write-ups after my  visits, and do my own research using their in-app library of papers, news and videos.   logistically, this app is better than apple maps as it keeps your list of appointments organized and as up to date as the registration desk you just left. all while remaining synced with your calendar.  i had a few appointments that needed rescheduling/flipping with others and as soon as the registration desk was done making the change, i could look up the new information on this app, get the map to the appointment location, and all the patient prep documents at my fingertips. talk about making the patient part of the care team!  i feel like this is the new standard for healthcare. mayo's approach of treating the patient experience as ""the only experience"" can be felt during your interactions with the staff and as you interact with this app. i only hope the rest of the american healthcare system is watching and learning how the healthcare system should work.",trial user 12345,2013-06-01 12:56:02,nan,nan,nan
591,Crashes OS9,1,False,crashes os9. my god i have to have this back and fixed...... can't even begin to get it to work... crashes on entry,Jdt2,2015-09-21 00:40:17,nan,nan,nan
592,Crashes,1,False,"crashes. app keeps crashing after ios 9 update.  love this app, we use it all the time.  please fix asap!",O_nelung,2015-09-22 01:48:35,nan,nan,nan
593,Great app,5,False,great app. i absolutely love the mayo clinic app.  thanks,Clarence'sgirl,2016-05-16 17:28:06,nan,nan,nan
594,Crashes can't even open it,1,False,crashes can't even open it. please fix,Please listen to us,2013-05-22 01:40:41,nan,nan,nan
595,I to have crashed!,2,False,i to have crashed! help! i love this and need this app!! fix so i can log in,Beaner22 96,2015-05-16 03:36:04,nan,nan,nan
596,Crashes on IOS 9,1,False,crashes on ios 9. please fix this app! a very useful app has been rendered useless by a software update!,Fenstick,2015-09-23 21:30:58,nan,nan,nan
597,App crashes,1,False,"app crashes. updated app and now it crash , can't sign in , please fix !!!",Dan4535,2015-05-16 22:09:17,nan,nan,nan
598,Wallet,1,False,wallet. this new app does not show my appts as events so there is no way to add them to my apple wallet/passbook.    it was better in 2015,Qmzitb,2016-09-29 19:46:33,nan,nan,nan
599,None,1,False,none. the new app is not nearly as useful as the original app.,Rick250,2016-01-05 20:33:42,nan,nan,nan
600,MAYO APP,4,False,mayo app. after spending almost two days with apple i find the problem with the mayo app is apparently it is not compatable with new new ios 9 update. this is so frustrating because this is a great app. mayo needs to fix it asap!! ipad version does not work either.,Mabfollie,2015-09-20 17:16:01,nan,nan,nan
601,WORTHLESS,1,False,worthless. did you create this pos just to make us mad? where do i pay my bill on line? worthless.,The Swert,2016-01-03 21:04:38,nan,nan,nan
602,Doesn't work with iOS9,1,False,doesn't work with ios9. how long will it take to correct this?  this is a critical app for patients and caregivers.,Autumn1201a,2015-09-22 09:55:40,nan,nan,nan
603,Terrible Update - Fix it!,1,False,terrible update - fix it! i can't get to any of my information!!  my appointments and medical records :(,181829203938477351,2015-12-23 11:38:54,nan,nan,nan
604,Crashes on startup,1,False,crashes on startup. was a 5 before ios 9. now it's a 0. will not open on startup. need to perform immediate cpr to resuscitate this lifeless app.,Teddyb63,2015-09-20 22:10:47,nan,nan,nan
605,Why no Touch ID?,2,False,why no touch id? why did you remove the touch id (fingerprint) signin?,mkaiserco,2016-02-23 15:14:26,nan,nan,nan
606,Excellent,5,False,excellent. very good app!,Binbiker,2017-02-22 02:59:20,nan,nan,nan
