title,isEdited,rating,userName,review,date
Not working,False,1,Lj1015,"I just downloaded this app because my doctor uses it to post my test results. When I tried to put the office code, nothing happens. When I type in the doctors name, nothing happens. Unresponsive. Disappointing because I’d like to check my results since my appointment is still days away. Hope I can get it to work eventually.",2020-05-15 11:41:40
Why isn’t 0 stars an option,False,1,NJMama2,"Terrible app. Every time I try to use it I have to re- set up my account. That means finding the original email from the dr, entering the dr’s office code, getting a verification code via text, reentering basic info - on and on. Had to do this AGAIN yesterday from the ER. I get through all of the hubbub only to get into the app and find NO immunization info in my daughter’s file. ZERO help with added frustration. I have no idea why my  pediatrician switched from their former system but I’m sure their calls are going up because patients can no longer self serve.",2020-05-14 12:52:16
Buggy as hell!,False,1,outer limits fan,"Elaborate sign in procedure that could not find my doctor by name, phone number or code doctor provided in email.
This is like dealing with a Microsoft website from the 80s.
I’m pretty tech savvy and I know junk when I see it, and this is junk!",2020-05-09 19:55:38
The app is literally impossible to log into,False,1,Sean-p,"I have spent the past couple of hours trying everything I can think of to log into this thing. The password reset functions don’t work, the so-called “easy log-in” functionality claims it will send a text to reset your password, but doesn’t send it, and none of the password resetting functions work any better on the website. 

They need to scrap this and start over.",2020-05-02 12:21:28
Horrible!,False,1,Serrosgirl,Reset my password and won’t accept it. Then wants me to reset it and I did that verification code 4x and still has issues! Why have an app that clearly doesn’t work and with this virus going on you think they would want to have an app that will give them business and can be useful. Seeing the other reviews shows others feel the same way about this piece of crap!,2020-04-08 12:55:21
Does not work with T-mobile,False,1,susie@123,This app fails to send the activation code to my T-mobile service. There is absolutely NO reason for this app not to work with ANY mobile service!,2020-03-26 21:30:49
Please simply sign-in and enable in Spanish,False,1,DevTim,I rely HEAVILY on this app especially right now with the COVID outbreak to reach my patients. A large number of my patients are spanish-speakers and they are unable to utilize your app because there is no spanish setting for the app. NOT OK when you’re the provider for underserved populations who already struggle with health literacy. Getting patients set up with this complicated login username and password only further complicates this whole process when they have to navigate it in English when all they know is spanish and we have to do it all over the phone. Please work on this; don’t get involved in healthcare if you aren’t serious about patient accessibility.,2020-03-25 21:54:51
ONLY FOR MILLENNIALS,False,1,/@$&6tsz,"So how many adults will be able to use this app?
I have an iPhone XR w Verizon and am a power user. I find this app very difficult to use. Screens don’t resize correctly and the colors are are all SO pale it’s difficult to see them. 
You need eyes that can see individual pixels to see what’s on this app. 
And the back end isn’t so great I’m guessing because it wouldn’t recognize my physicians code for 3 weeks. 
This app design does not take in to consideration that individuals with glasses might be trying to use it.",2020-03-13 16:08:09
Mike,False,1,Rose's Boy,Just downloaded the app but it doesn’t provide a way for new users to set up their user name and password. It takes you straight to login and asks you to enter your username and password WHICH IS IMPOSSIBLE WHEN IT WONT LET YOU REGISTER THEM IN THE FIRST PLACE!,2020-03-12 17:45:53
Screen freezes when logging in.,False,1,dorilenine,"I have tried numerous times to sign in with the code, with the phone number, search provider... the app will not go past that screen. Nothing happens. 
Very frustrating.",2020-03-10 18:51:28
awful,False,1,Churlgurl,"This app is pathetic.  My gastroenterologist uses this for patient records.  Downloaded, entered physician code, and all I get is a log in page.  Went to Healow.com, same thing.  Great to find log in if you had been able to register user name and password,  ut I cannot even find a place to register.  If you cannot register anywhere, how do you use the app???  Registering should be first thing that comes up.  Even tried logging in with user name and password I would use and of course, it was denied.  SO HEALOW if you want people to use you flawed app maybe you should make it so they can register to begin with!!!",2020-03-09 16:33:37
App Needs Overhaul,False,1,Saamaah,"This app is difficult to use.  When you attempt to retrieve a forgotten log in, they require a code to submit.  When you minimize the page to retrieve the code sent for verification, you must re-log in making the code invalid.  I next tried using my email for a verification code, and after waiting 30 minutes, gave up.  This shouldn’t be this difficult.  I’m deleting this worthless app.  Wish it worked Ed better.",2020-02-25 19:20:22
Frustrating at every touchpoint,False,1,Tweetheart,"From the most basic of functions—logging in—to navigating the app, Healow disappoints. I constantly get an error message that “your account has been deactivated” and when I call my doc’s office and go through the annoying set-up process yet AGAIN, it lasts maybe a month before my log-in becomes invalidated. Wanna request your password or username? You’ll get an exclamation-point-riddled error message claiming that link is expired even though you clicked it upon receipt. This app makes me HATE interacting with my doc’s office—to the point that I’m considering switching gynos.",2020-02-12 14:34:57
What dr?,False,1,Thisnicknamethimgssucks$(&;&,"Just got an email saying from “my physician” and a code to logon. Unfortunately need to know what location. None of my drs locations work. No idea who I have a message from or what it might be. 
Scam or poor implementation with drs.",2020-02-03 18:08:33
Unable to activate,False,1,bobstein11235,"Requires multiple 2-factor phone verifications to activate. However, by the time activation code arrives... about 20-30 minutes, it is already expired and invalid.",2020-02-03 18:08:30
Code generator is not working correctly,False,1,Tom S of Plymouth,"Your code generator is either broken or really over burdened. 

I have now tried 4 times to get a code. But the app times out before the code arrives. 

Please turn off this feature until it is fixed",2020-02-01 01:58:54
Frustrating,False,1,M8trx,I setup an account years ago. Now when I open the app I can’t just login I have to have a code or enter a doctor’s info? I reset my password but the app doesn’t just allow me to login with a userid and password? I have to have a code or enter doctor information? Ridiculous....,2020-01-31 15:03:37
Useless app,False,1,Jasont2,"This app is a total waste of time and effort. Comparing to MyHealth, this one has lousy user interface, login help is confusing, access of the provider is buggy and time consuming. I am better off getting a secured pdf or word with encryption than using this app to ‘register, login, match my medical helper to retrieve my record. Whoever designs and decides to use this app should go to other health app to find an intuitive way to allow users to board the app, login, find the provider. It takes me 20+ min after getting health provider’s code to register then login then retrieve my record.",2020-01-20 18:16:25
Overall good app but need to fix bugs,False,2,Twixlover0919,"When  trying to make appointment, there is a  choice for voice or text for verification.  When either is chosen, you are moved from the app to receive the text or call but need to sign back in to enter the code.  In process of signing back in a new code is generated either by call or text.  There is not a way to enter the new code provided.  I ended up having to call the doctor to make an appt, which is what I was hoping to accomplish with the app.",2019-03-05 12:54:52
This app is a nightmare,False,1,JLS405,"I have been in a loop of reverifying my username and password, only to be denied access when I try to log in with them. Very frustrating and unnecessarily difficult. Still have not gotten on the site.",2020-01-11 23:11:41
Faulty app,False,1,Cypressautumn,"The developer needs to fix some major bugs.  I cannot even enter the code to link my doctors.  The appointments with linked accounts work, but to add some new practices is a hit or miss.  Most of the this app doesn’t work properly.",2020-01-10 00:48:42
Incompetent developers,False,1,nil2k17,How is this password “ gMaQc76NnLo81-!!!191817363918” weak???? Cant even log in!,2020-01-04 05:45:53
Terrible app,False,1,Allilluu,I can’t login.  I reset my password and it doesn’t recognize it.  I requested a code sent to my phone but it never came.  So frustrating!,2019-12-18 00:51:22
Great job Healow from your friends at America’s Family Doctors & Walk-In Clinics,False,5,S. Steve Samudrala MD,"We love Healow and communicating with our patients on it.  It’s even easy for patients to go to our website AFDclinics.com themselves and download this app.  And it keeps improving.
Great Work Team!
From 
S. Steve Samudrala MD and your friends at America’s Family Doctors & Walk-In Clinics!",2019-12-07 20:22:09
Buggy app. Doctors choose an alternative,False,1,RSS reader,This app has a very difficult authentication and login process. I haven’t been able to successfully use the code generator or password reset.,2019-11-06 14:58:34
Poorly designed,False,1,MRM*,"Can’t read the turquoise color, no way for patients to correct or add missing info (I.e., allergies, secondary insurance, med dosage). Lab result section doesn’t show “pending” vs. awaiting MD review- just no results. One is left wondering if the specimens were even processed!",2019-10-09 20:54:56
App,False,1,jrhisn777,"This app is USELESS.  Every single time I try to log-in it gives me problems.  Ok, I forgot my username, but when I tried to reset my credentials, it wouldn't allow me to reset my password.  I tried multiple  times and was told the app blocked a page so I wasn't allowed ANY type of access to the app OR web page.  Never have I found a more frustrating or useless app/site.  I can't even find my doctor, his practice or his specialty anywhere in either place.  This has been the worst review I've ever written.  Good luck future users!",2019-08-08 09:11:09
I thought the days of raw text email ended in 1997!,False,1,Border Town Boy,"What possible reason could there be that whenever I type an email through this rickety, clumsy throwback to the days of Windows 95, I am forced to remove all apostrophes, hyphens, and parentheses from the message body.  Otherwise this thing says “remove special characters”.   WTH?  I can’t even use standard contractions, like “can’t”!  I’m actually afraid to use it much because it’s always a nightmare.  I so wish my provider would just use EPIC MyChart.  It works.  This had already been done, and done well, by EPIC.  I just don’t see the point of trying to do it differently.  Just use what works.",2019-06-17 20:39:55
Not looking forward to using this app,False,1,hsn1850,"I downloaded the app, entered the information requested, special code and/or MD phone number, neither worked.  Tried another MD number to no avail.  There seems to be some glitch that needs fixing.  I will stick with the actual website and not use the app.

Henry N.",2019-06-14 11:52:26
App seems to be broken.,False,1,Ffdaahbdgbfgncdggg,"The app does not work at all, the search functions do not work. Whether it’s a doctor code/ zip code/ doctor’s name.",2019-04-23 10:46:43
"Account creation, a-hole design alert",False,1,Steak054,"I haven't even used this app yet I was just trying to create a login. I generated a random password 12 characters long, upper and lower case, numbers and symbols. It tells me it's not strong enough....ok so I generate a 32 character one only to be told that some of the ""special characters"" used aren't allowed. Doesn't say which ones. The password field says nothing about what's permissible and what isn't I spent waaay too much time removing what I thought might be the offender only to have to remove them all. Very frustrating. Poor UX. I haven't even used the app and I already hate it. Change my mind healow.",2019-04-09 19:06:41
Are these reviews real?,False,1,Bayou Ghost 225,I don’t know who’s been reviewing this app but I’ve been trying to use it for over a year and haven’t been able to login to it. I can’t even login to the website. It keeps giving me an error message saying that either my username or my password is incorrect. The people that work in support keep sending me this pre-formatted email which tells me to do the same thing over and over again to no avail.  I really wish that it would work like my chart did. But my doctor does not use that platform. Maybe they should?!.,2019-04-04 22:31:25
Clunky,False,1,jd in California,"This feedback is for both the website and the app as the issues are the same.  I am reviewing both here because the feedback feature in the website works poorly, as noted below. In general this is the clunkiest web portal and app I have ever used.  In particular, the password reset email takes ages - by the time I get it and go to reset, the link has expired.  It is also annoying to have to have the practice code each time I login (who remembers that?!).  In addition, your multi-factor authentication is clunky.  Rather than have to enter my full name, birthday and phone number every single time, you should consider what every other portal does, which is to text a verification code to my mobile.  Your methods are also not secure;  it is industry standard to use ""out of wallet"" methods such as security Q&A. Your captcha is absurdly difficult to read and does not accept what are indisputably correct answers.  I have done it now at least 6 times.",2019-03-22 18:17:48
Great idea butt.....,False,2,Just a guy from Chicago,"Great idea but the lack of integration with apple health is a joke. They want you do get a Fitbit, Pass! Work with the apple watch please and upload apple data to app and let us pass that info to our doctors. Also should be much simpler to click a button to request a prescription refill. After using the app for probably two years still find it difficult to figure out how to request a prescription refill The ability is there and it does work it’s just finding it that is hard.",2019-02-28 17:33:21
Burn it and start over,False,1,Airrun8,Ever year for the past 5 or 6 years I download and they out this time and it's always FULL of bugs and general dysfunction. The use interface is unintuitive and sloppy. Please throw this app’s code in the trash and hire some one else to start it anew.,2019-03-01 14:41:25
Crappiest App I’ve Ever Used on Iphone,False,1,You need management,Times out way to fast when adding additional providers under account settings. Makes it EXTREMELY DIFFICULT TO input new new provider codes when you’re toggling back and forth beteeen new providers email with their physician code and your note lad where you keep you Healow sign one . Makes you re-fingerprint ID each time you come back into the app ( even if you only left it for 10 seconds) Also Doctor search is terrible . Could only find my secondary doctor who is 1 mike from my Primary doctor by using his code only. How lame. App developer should be fired for frustrating patients like this . When you got to easy sign on and tell it to call your secondary phone number it calls your cell number . When you go to add an unknown doctor it defaults to Alabama as state ! Totally Annoying app. Too many lock-outs . Developer must have a case of paranoia from smoking too much pot or something .....,2019-02-27 12:21:52
Bad app,False,1,itsonlymefornow,I wonder if this app is safe. Appears to be written by some child. Have trouble opening at times. My main concern is being hacked while using this app.will be deleting it.,2019-02-12 14:35:24
Poop,False,1,Dr1700,Absolute Garbage. Stupid app doesn’t even F’n work.,2019-01-15 02:54:15
Lots of potential - but too many UE flaws,False,3,NYCCuban,"Minuses-
- App would not work when I refused to give location. Why do you need my location if I’m just entering a provider code?
- App did not tell me location was required. It just didn’t work - swirling and swirling after I entered code. Had to close app and start over. At least say its required if you just have it.
- Has a button to “book appointment” but it looks like my doctor doesn’t offer that. “How exciting,” I thought. “I can just book on this app and dont have to call anymore.” Hopes dashed - no way to actually do it despite the button. Don’t have a “book appointment” button if you can’t. I land on the providers page and there’s no “This provider doesn’t offer online appt bookings.” You just have to scroll up and down the page.
- Minor bugs throughout. Had to try everything twice. When messaging my doctor, it was clear I had to provide doctor and location info. Had to go back and try again. When trying to click on message, it expands, but then its not clear how to respond to that message, you have to create a new one

Positives
- Easy login feature was cool.
- Thanks for finger ID
- Was able to easily review test results",2018-11-08 13:03:58
APP,False,4,Happy&Content,I have had no hick ups with this app so far and I have used it now for a couple of years.,2019-01-07 17:59:03
Obtuse,False,1,SantasImage,I put in care name and city and it comes up with the care name in another city. Try signing into that and I’m back at the start page. I have a “practice code” but there is no place to put it. USELESS APP!,2019-01-06 13:36:18
Healow app,False,4,Isabel906,I really like it that I am able to see pretty much everything about my records. I haven’t figure out a way to see any recommendations when your doctor sent you to a specialist for evaluation. That will be a good idea to add if you haven’t yet.Thanks,2018-08-28 23:43:10
HEALOW does not work!,False,1,Texassidewinder,"Impossible to locate my doctor. App has significant glitches. I have downloaded, deleted, re-downloaded, restarted my iPhone repeatedly and it continuously puts me in mode to search for doctor by name. Skips the screen that allows alternative searches (by practice name, etc) and dumps me into a list of random doctors in my area.  Setting up a new account is impossible. First time users are put into a screen with user name and password with no new user setup - just lost password and username options.  Not very helpful.",2018-11-04 17:33:05
Honestly a pretty terrible app,False,1,Bisnicks,"This app is pure garbage. Want to use characters like ‘ in a message? Nope, sorry. Can’t send messages with that! You get to spend the next few minutes looking for these unacceptable characters and tweaking your message in hopes that it’ll send.

This app hasn’t been formatted for new phones either, so you’ll have nice letterboxes on the top and bottom.

Providers, if you’re looking for a patient friendly messaging system/app, PLEASE stay away from Healow.",2018-10-26 14:19:13
Won’t allow me to log in,False,1,linjeans,Tried to change my correct password because it won’t allow me to log in and finally locked me out.  My user I’d was correct and so was my password @nd changed my password successfully but still had problems.  This app is more trouble than its worth so far and I haven’t even been able to get passed the log in,2018-09-19 14:15:46
Weird constraints,False,4,Bugger14,"While the app is great; when sending messages; It doesn’t allow you to use contractions. It is frustrating that after I’ve completed a message that I cannot send it to my doctor without going back and taking out every apostrophe I’ve used! Sometimes it won’t even allow any punctuation. That is extremely annoying. 
But as for the app itself; it’s one of my more favorable doctor/ patient apps. #1! 
If all my doctors used one app; it would be fantastic!",2018-08-28 12:11:53
Doesn’t work well,False,2,jmichaeli,Keeps kicking you out. Says it can’t find provider when you put in the code the doctor sent! Should be set up to be simple.,2018-04-13 11:23:06
Can’t login,False,1,Amamet,Login just flashes. Deleted and reinstalled to no avail. Using given code,2018-07-01 22:57:22
Has worked great for me,False,5,dlaurenn,"I enjoy using this app. It’s very user friendly. And I love that I am notified ahead of time for my appointments. I can schedule using this app, as well as access my records (as long as the doctor has that part set up). I have more than one doctor that uses this. It’s become an app that I use more than I ever thought I would. I didn’t think I’d be using it as often as I do. But once I got it and realized how much I can do with it and how convenient it is for me, I use it all the time. I highly recommend this app. Just remember that if your provider doesn’t upload your records to Healow, then you can not access those on here. But your appointments will definitely be on the app. It’s very easy to get registered, you just download the app and your doctors office will email you a code to use to connect with them. Very simple. Thank you to the creators of Healow for making this convenient tool!",2018-06-22 16:19:38
Outdated,False,1,dnp60,"This app has a very outdated interface. It doesn’t notify you when you have new messages; instead, you have to depend on getting an email. It also doesn’t integrate with the iPad well. As a matter fact, there is no iPad version-just an iPhone version which is very small and difficult to use.

I’d like a version of this app for tablets (both android and iPad). I would also like it to use the iPad notification area when a new message has been posted to the app.",2018-06-21 22:52:58
Wonderful Patient Support App! 😊,False,5,Vegas040805,"I love this Healow app! I would have rated 4 stars but it was only for slight inconveniences that I mention last. 
I use this app for tracking my medications, appointments, records and at some Dr locations you can check in on it. I have yet to try that because I forget about it when I’m there lol. You can also send and receive messages to your provider, AND you can access your medical records on this Healow app. This includes vitals, immunizations, insurance, referrals and more! It’s pretty amazing and VERY convenient. 

They also offer “Trackers” where it says you can track MANUALLY, pair a device, and/or they offer items for sale such as the  Fitbit, Nokia, Jawbone fitness devices. Also the iHealth and sleep trackers - but they may be higher priced on this app. 

DIABETICS: There’s the iHealth blood glucose monitoring package - quite pricey but it may be well worth it for people with diabetes. Just check prices on other websites also, but make sure you can pair with this Healow app if that’s your goal - to use the tracker on app. Best of all - the app is free and should remain that way! 

This app can definitely use some updates as listed below, but overall it’s a GREAT tool for people who want to be in charge of their own health and be their own advocates - which in today’s times, I highly recommend. YOU are your own best healthcare advocate! Take charge of your health with the new tools offered to us, because Dr’s can help us all better if we are organized and in control of our own health. “Help Doctors Help Me” is my motto. Best wishes and health to all! ~Andrea 😊

🛎 APP DEVELOPER SUGGESTIONS 🛎
-It would be nice if we could EDIT medications instead of having to hide them and create a new one. 
-Also a DELETE med so our “hidden” meds don’t get so cluttered. 
-Change log in to at least 5 minutes before we have to enter access code again. Every single time is too often & annoying.",2018-06-07 18:36:13
Doctor look up..,False,5,Brian3318,"Finding the doctor you’re searching for doesn’t always work well. There should be an easier way to cross reference the locations or find the dr office code easier. Searching by address doesn’t always work well if the practice has multiple locations. If it was by physical address it may help find easier. 

Other than that the app is great and works VERY well. Doesn’t bug out. Easy to order new meds for myself and my children. Super easy to talk to my dr without having to be in person which is nice and saves TONS of time!",2018-06-03 04:44:27
Emailed results & app don’t agree,False,1,The Blonde Cookie,"So I get an email (to the email address I’m registered to in the app) that lab results are in. First I tried accessing it from the (already installed) app - not there. So then I went back to the email, clicked on the provided link, which took me to the online portal (as opposed to the app - WHY did it not sense I had the app installed?). Okaaaay, so I attempted to log in to the online portal - NOPE. I checked, and YES, the user name and password were correct. So I went back to email and took the provided link (copied it), and went back to the browser window, pasted the link, and tried it again (which is what email suggested). NOPE. STILL couldn’t log in. So I went back to the app with the code for the provider (since I had added them by name, originally), and tried to add them. I was informed that I already was logged in with them. MEANWHILE, the results that the email said were there aren’t showing - ANYWHERE. 

WHAT GIVES?",2018-06-02 13:59:59
Doesn’t Work,False,1,WillAWx,"I tried logging in and got the “Invalid username and/or password” message. That username and password work when I login via the Internet. So I tried “Easy Login” (a misnomer if ever there was one). After entering my name and date of birth, I get the message “Sorry, this account has already been registered and accessed on another device.” No it hasn’t. This is my one and only cell phone and the only way I have attempted to access this account with this app. After almost 2 months their customer support still can’t fix the problem.",2018-05-29 11:06:24
Does not populate facility and doctors correctly,False,1,LaCangJiang,It uses phones location information to populate facility/doctor list with no way to overwrite it. Traveling overseas and doctors /facilities list come up blank. If you are traveling especially overseas and need to contact your doctor you will not be able to do it using this app. Really dumb not to be able to overwrite location/facility information with a zip code and radius,2018-05-20 06:08:20
App is deaf-friendly! So happy!,False,5,Wendy Evans,I’m deaf so calling doctor for results and making appointments is pain in the butt for deaf community. Often I have to go to the doc office just to set up appointment when I can’t get thru the phone calls. This app allows me access to my medical files and check my results from lab. I’m so glad my family office finally added this app making it easier for me. I can make appointment on this too! And I can finally email my doctor or nurse with questions I have. No more missed phone calls! No miscommunication while in the office. Doctor can write me email explaining what I needed to know and what to expect to help me remember. We don’t have sign language Interpreter in the office so I depends on this very heavy!,2018-05-08 15:09:15
Patricia Bailey,False,1,trisha9079,"I have no ability to access my ROS OR MY APRIL 12, visit notes from dr Maria C. , Coral Springs office . I would like to see her assessment of me at time of visit and have called the office and was told they would fix it and try in an hour now it’s April 28 and I still cannot access my visit. 
So I think the app is no help
Patricia Bailey.  8/28/1956",2018-04-29 00:24:44
Should remember my information,False,1,JZNYC,"This stupid app won’t remember my information, requiring me to dig the code up every time.",2018-04-10 01:16:41
Confusing & hard to access,False,2,Luposcopic,"I am enrolled for one practice. When I try to add another practice, by either naming the provider or entering the practice code, it keeps sending me to a dead end. No luck in adding another provider, which is very frustrating, especially since I got an email saying I have new results posted. None show up in my original practice & I can’t register the other practice. Help!",2017-12-01 22:24:55
One of THE Sorriest Apps I’ve Ever Used,False,1,gclunsf,"I’m retired with about 40 years of computing experience and about 6-7 years of iPhone & iPad app user experience. I can tell you, up-front, this is one frustrating, poorly designed, sorriest excuse for an app I’ve had the misfortune to use to-date. Here’s the problems:

1) Constructing a new strong account password the app will accept should not be the “rocket science” it seems to be. The password guidelines, some of which they supply on their web portal, are shown nowhere on the app screen where the new password has to be supplied. Showing ALL the guidelines is a common practice among most apps that handle input of of new passwords. Attempting to set a password for a new additional account under Healow seems next to impossible. It rejects them with a “New Password is very weak” message no matter how strong the password really is.

2) Once the user has started the process of adding a new account to Healow, ANY action by the user in navigating to another app before finishing the new account add  will result in the Healow app discarding ALL the information the user has input and take them back to a screen requesting their PIN code when going into settings. Why would a user navigate to another app while doing the new account add? I did it to refer to information needed for the new app addition process, such as the medical practice’s code and the userid and temporary password supplied by the medical organization, for example. I cannot say how absolutely frustrating and ridiculous this is and would be, especially, to inexperienced users. On this problem, alone, I give the app a “1-star” rating out of 5 stars. It shows exceedingly poor design and even poorer testing practices.

3) When adding an account by hitting the “+” in the upper right corner of the My Accounts screen, a screen is brought up in which the user should be able to search by the provider name, practice name, or practice code. However, when that screen is brought up, the app often proceeds beyond it to a list of provider names & addresses as might be useful if the user wants to search by provider name. However, no provider name has been supplied. Getting the screen to stop and allow the user to instead provide a practice name or practice code, as is my case, depends on the user trying to tap the screen in several places across several iterations. Again, this is the result of exceedingly poor design and poorer testing practices.

4) Customer Support is nearly non-existent for this app. I’ve gone back and forth with these folks about 3 times to try to resolve the password problem. They finally said to just contact the medical provider whose account I’m trying to add, and they’ll work it with them. That medical provider isn’t having the problem. I am. This demonstrates their unwillingness to work with their customers to fix problems.

Whatever you do, if you can, avoid this app like the plague!",2018-02-27 21:33:12
You can login once. Then never again.,False,1,BrianJamesPhoto,Sign up was easy using the code and temporary password provide by my doctor’s office. Everything was going smoothly until it asks you to setup a new password. You enter the new password twice for confirmation and hit continue - “Please login with new password” - which doesn’t work. “Cannot connect to server”. Even went through the reset process and changed it again. The result: “Cannot connect to server”. The old (temporary) password does not work anymore (obviously) so... that’s that. Yay! Bravo! 😝,2018-01-30 16:24:31
Can I say ‘sucks’ here,False,1,gpsofla,"For a service that can not afford to be wrong/off/inaccurate/ and a lot more, this service ‘sucks’ period. It is never correctly showing information, it is impossible to use, and there is no one I know of who can fix what is wrong. I officially give up trying to get it to work. Done!",2018-01-26 20:52:39
Almost useless,False,1,Bill T2,"I get an email from the Dr. Then after keying in the code I get to a screen with my Dr's name. After that it doesn't matter what I select, nothing happens. I am running this on an iPad air.",2018-01-20 13:17:54
Can not login,False,1,Thom Thom Thom,"Ive tried to reset my password and id an nothing work.And my doctors staff does not have a clue ,that how you said to contact!,",2017-12-23 19:33:00
Love it,False,5,Tay677556((?$)(,Convenient!!!,2017-05-08 03:28:40
Complete 💩,False,1,bulluck.s,"Apps like this is supposed to make your life easier rite?! A few weeks ago I changed from android to iOS, no big deal rite? I can’t log into the effing app because this app is registered with my Samsung that I don’t have anymore.. My Drs office is clueless when it comes to this app so doing as instructed ‘call your Drs office’ isn’t helpful.",2017-10-24 18:51:57
Look but don’t touch,False,1,Blankensopp,"I can’t log in to interact with my provider. I open it with my PIN and can see my prescriptions, one of which shows an outdated dosing strength. When I try to get deeper into my account to do more than look by logging in with my username and password, a box says, “Already linked! User is already linked with this account. Please try again with a different username and password.” (Really?)",2017-10-08 21:26:15
Login process broken,False,1,RRockinR,Received email with temp password. Didn’t work. Checked to make sure I had correct username and reset password. Still doesn’t work. Was able to logon via computer by circumventing the password. Went to account settings and “successfully” reset password again. Still can’t log on.,2017-10-08 18:26:20
Totally useless,False,1,songstruck4life,Everytime this app goes to background it logs me out & starts from scratch. why would a Dr even suggest such a shoddy pile of worthless code?,2017-06-13 19:54:05
Rarely works with iPad.,False,1,Makinhills,Rarely works with iPad. Clunky to log in and stalls on MD communications.,2017-05-23 12:45:48
¡Actualicen app es un desastre!,False,1,Miyi9,"Podrían actualizar la app es un desastre, no se sincroniza con mi fitbit alta y no aparece en los dispositivos, siempre tengo que poner la información manual, la tiene muy abandonada. Por favor y gracias",2016-06-09 13:34:22
Crap app,False,1,fLIP34,Crap app,2016-06-29 16:14:41
😡😡😡😡,False,1,Osita 1122,No abre no sirve 👎🏼👎🏼👎🏼👎🏼😡😡😡😡😡 primero sí servia se actualizo y ya no abre horrenda app,2015-12-01 04:55:53
Terrible!!!,False,1,tiredofhurricanes,Start over or just give up😩,2015-01-15 22:19:47
No one at home - no support no one to talk with,False,1,yaniv_shemesh,For example a simple thing such as renaming a username is not possible,2017-04-29 15:59:38
New pin after every use,False,1,WMorin,"Updated 4-20-17. App now makes me create new login every time then says app already configured with this username and boots me out. Worst. Medical. App. Ever. 
I am being required to log a new PIN number and confirm it everytime I log into the app. And after I do confirm it, it kicks me out and makes me repeat in an endless loop. How stupid is this? Use TouchID???",2017-04-20 13:04:07
Worst health app available!,False,1,Sputnik57oo,"I have this app on my laptop and I can NOT get signed into it at ALL! Asked for help with username, got it in an email no probs. But EVERYTIME without fail when I request PASSWORD RESET I get ""Link Inactive The Password has expired.  Please use Forgot Password link to reinitialize password recovery.""  
So I ask you this-How may I ask does it expire before it ever gets to my email box and I click on the link they send? That is more insane than my resending for the password reset itself!!!

Well alrightie then! I've only done this method for 12 times in a row so what's the lucky number that gives me some actual HELP????

This site is as useless as teats on a boar hog; to put it in country lingo! For pity sakes I could've already driven to the Medical Facility and asked to see my file in this length of time I've wasted with this site!

And least it be forgotten; there is NO ONE, aka Support, to contact for help with this kind of issue since it comes from a 'no reply @ (blah blah blah) server'. SERIOUSLY!?! I mean REALLY??? WTH?

I wouldn't recommend this app/site to anyone because it belongs in the trash dump!

Maybe while your techies are sitting around goofing off you might try fixing the problem or at the very least have the maturity to add a Support link that actually works? That would be a great beginning to a totally F-ed up problem!",2017-04-07 15:55:10
Worst.App.Ever,False,1,Winefrau,"This app rarely works - which is unfortunate, as several of my providers use it.",2017-03-29 16:31:41
Healow,False,4,D. Hill,"Healow is a very good application for those who want to manage their medical information and health for themselves or family members. Most importantly as it is to be used by all age groups, it is easy to use and navigate. The design uses light blue colors against a clear background so the text is warm, inviting and easy to read. The main page uses a wheel carousel which contains all the main categories of the app including your information, medications, upcoming appointments, find appointments, check ins, fitness tracking and more. On the bottom of the menu users can access other categories as well. The app takes security very seriously allowing for you to enter username, password and pin when logging in. This will bring peace of mind for those who are wary of having their personal data on their device.",2017-03-23 11:24:02
"Good app. If it shows info poorly, it's the docs fault.",False,4,XavierBklyn,"Remember, the offices setup the patient portal and manage the data. If you don't like the quality of results or the inability to make appointments, let your MD office know.",2016-10-04 23:50:11
"""""UUUHHHGGG""""",False,1,Txcowgirltuff,I have NOTHING but TROUBLE from this app it is RIDICULOUS all it does is CONSTANTLY redirect me to sign in!!! I REFUSE TO USE IT ANY LONGER!!! GOD-BLESS those of y'all that do. I HAD to give it 1 star to send this review however I would rather give it -50 stars!!! Yes you read right I said MINUS FIFTY STARS this app is CRACKER JACK!!!,2017-03-19 21:14:01
Medications List,False,2,MelkorVala,I am still unable to access and renew my prescriptions after 4 months of waiting for an update to correct this problem. I can easily access this information via My Portal link so someone needs to get off their butt and fix the glitched link to those secretion of My Portal related to my medications!,2017-02-02 18:15:19
Aggravated user,False,1,Balesj,"Terrible app. Good concept though. Gave it one star because of the concept alone. This app could be a good and helpful app. However, i have been trying to log in for over an hour because i got a notification of a message from my dr. No success. I was able to get to the retrieval of my login and reset my password. After doing that it tokk me to a verification page where it wanted to send me a verfication code via email or text. Ive tried both several times and it wont send them so i still cant log in. I will be deleting this app.",2017-01-11 16:41:56
Terribly adverse to patient health,False,1,Blindkarma,"I used this app last year. I was unable to use it this year, to check my appt for a flu shot and specialist referral. It recognizes my account, but stays on the PIN code page. I updated the app and managed to enter a new pin, but it remains on the PIN page or crashes. If you click 'forgot PIN' it takes you to the main menu, but none of the options have any records, appointments or history for me. This is entirely useless and unreliable.",2016-11-14 23:54:03
Just doesn't work,False,1,Zaradi,Very frustrating. I can't access anything no matter what I push. Most of the time it just plain won't let me in wanting codes etc that I don't have and never have. The one code in an email simply does not work. Total waste of my time.,2016-11-02 21:29:07
