title,rating,isEdited,review,userName,date,body,id,modified
Great app,5,False,"This app is so helpful. Every time I go in for dr visit at home , I can pull up results! I like having my medical records available to me at all times!
I also enjoy having my appt schedule readily available as I go from one to another!",Lisa72388,2013-05-31 21:10:22,,,
Fantastic Info,5,False,I have access to all my Lab tests over the last five years plus the written reports of my visits. The app is very easy to navigate. Mayo is the gold standard in the Medical Industry which is why I have been a patient for 50 years.,Farmer Herb,2012-07-24 16:56:18,,,
The best,5,False,"I never write reviews on anything yet I rely so heavily on them to make my decision. The Mayo Clinic app is a revolution in healthcare, seriously. I can see lab results within hours and radiology scans within days. Allows patients to get closer to their medical record!!",Chelsinator-potator,2015-11-07 03:58:22,,,
"Love it, but a question",5,False,I absolutely love this app but I go to a psychiatrist there and can't find any doctor notes like I have for my other doctors. Am I missing something or do they note have access to those notes?,Britehope,2013-02-12 13:47:22,,,
Excellent app (ios9 glitch has been fixed),5,False,I am a current Mayo patient and use this app frequently. It is excellent. It's great that Mayo makes our patient records so accessible-very helpful coordinating care. Glad the ios9 glitch got fixed. Thanks!,Juramountains,2015-09-28 02:14:02,,,
Amazing,5,False,Great app showing that the free market will get you the best products no government required. If you ever have the fourtian to go to Mayo. This app gives you all your medical records and tests at your fingers. Also shows your upcoming and past appoiments.,max69power,2012-11-09 05:09:33,,,
Works for me,4,False,"Been using the app for a while now. Seems to work fine, especially being able to retrieve lab reports and other data. 

What happened to the finger print ID login feature? Or was that another app?",MahoganyFrog,2017-07-19 16:49:17,,,
Fantastic!,5,False,Mayo provides more info to their PATIENTS faster than most health organizations provides it to their DOCTORS!!!!! Trend charts on lab results very useful for diagnosis. He only interest that matters is that of the patients.... Quote from the doctors mayo ( visionary leaders in their profession) that mayo clinic still abides by to this day.,Tara tisch,2012-11-01 01:53:05,,,
Unable to login in on iOS 11.,1,False,"I could login before the system updated their electronic records system. I can login to the web. I can not login at all on the phone. I can not use it at all. I am about to delete it. There are no FAQs, troubleshooting, or anything to help you resolve the issue. Mayo Clinic personnel have not been trained on it, and can not help you. This is a really horrible go live. At least put a help document out. Not up to Mayo standards.",Selikad,2017-07-20 19:56:52,"Our apologies. If you could please send an email to mcmobileapps@mayo.edu and put Selikad in the subject - someone from our team will assist you. 

Thanks Troy N.",830907.0,2017-07-21T21:35:15Z
Mayo is on the ball!,5,False,"I'm lucky to live close enough to use Mayo for both primary care and specialists. Between their first-rate staff, fantastic web site, and this best-in-class app, I get all I've ever hoped for from a medical service provider! Great job!",gomezs99,2017-02-25 21:34:36,,,
iOS 9 updated fixed.,4,False,"The update brings no more crashing, I still have a problem with sign on sometimes but all the features are wonderful!",Echojhawke,2015-09-30 14:43:44,,,
Great help,5,False,"Wife just had heart surgery there.  We could see test results within 15 minutes of tests at times.  Can read doctor & nurses reports, helps prepare for appointments & tests.  Looking forward to Mayo expanding communications section.",Lynn Holifield,2012-11-18 14:48:28,,,
Inconsistent,1,False,"This app is amazing when it works right,  1/4 of the time. I always have an issue with the log in as It takes a while to connect and when it does, I receive an error "" login failed"". That should be the name of this app. Or it takes a few minutes to "" authenticate"" account and it never seems to do just that. It's quicker to go online and access your patient portal.",TriptychNY,2016-11-21 23:25:13,,,
Amazing,5,False,This is a great app to have.  I like reading the doctors notes and the test summary results. I can read over many time to full understand what my condition is.  Mayo is first rate and this only is a great tool to use.,I.is.awesome,2013-06-16 02:55:57,,,
Simple and Easy,5,False,"Best app for tracking appointments and medical records, it's doesn't have all of web features but that's understandable... it's very simple and straightforward to get to where we need to...I like it 👍",Game Sam,2016-10-20 00:28:08,,,
Mayo app,5,False,Really helpful on appointments. I'm a lung recieptant so I usually have 7 appointments on th day I go over.  It Syncs to my calendar n makes it a breeze.  I can also get th results of of my blood work & coordinate with my team.  Really Great,Jagracin,2014-02-27 20:26:56,,,
One of you It patients is offering to help,2,False,"I am a disabled veteran, a patient at Mayo but mostly the VA, I am also a retired Intel engineer. The healthcare industry has a long long way to go, while your Apps are OK even helpful they are not addressing my issues in any way, these issues are common, contact me and I'll help you for free for the sake of getting this stuff to start working right",Green CTO,2014-12-10 20:12:46,,,
First Class App,5,False,This is how apps should be done. No unwanted sales junk getting in the way. Great time saver and easy to use. A must have for all patients and family caregivers.,MICHAEL EDWARD HOFF,2017-04-13 13:29:13,,,
Amazing app!,5,False,This app is awesome.  It was so helpful to have instant access to my test/lab results during my week in Rochester.  If only our entire country's healthcare system could be as well run as the Mayo Clinic.,new 2 SUDOKU,2012-08-09 17:59:14,,,
Awesome app!,5,False,"Covers everything and allows you to get your results in a timely manner. If you're a patient at Mayo or are going to be, definitely use this app.",Coloradoandrea,2017-04-21 16:38:56,,,
"Wonderful, organized, informational",5,False,Great app! Everything you need to know is right at your fingertips. Easy to understand how to navigate. Lots of informative articles!,Jenbstylist,2016-04-15 01:47:56,,,
Love the app ❤️,5,False,"It's nice to be able to keep up not only on appointments, but all past history of tests and lab work. I like being able to log in on my iPhone with fingerprint sensor.",MD4927,2017-05-11 01:21:53,,,
Thank you!,5,False,"As a Mayo patient, this app is phenomenal!  Keep track of your appts and be able to read your file and see lab results.  Thank you, Mayo, for creating this for us!",Minnesota Minnow,2013-01-25 23:54:22,,,
New update fixes crashing,5,False,"The previous version crashed on startup. This new update fixes that and it's back to being a great, very useful app.",Matt Blank Zero,2013-05-22 03:04:19,,,
Great app,5,False,The app is great for managing all of one's Mayo itineraries and results. I was trying to write a more in depth review but each time I was told that the nickname was already taken and lost all of the content.,Ksflat7,2017-01-01 16:32:43,,,
Very nice.,5,False,I wish I could check more information going back to 2006. Otherwise just a very good tool to keep you updated.,Edikam,2016-02-13 23:27:24,,,
Can keep track of mom :),4,False,"I live in a different state than my mom, who is undergoing care at the awesome Mayo clinic in Florida . I am able to keep track of what's going on with her .No more thousands of calls to doctors ! Love it !",Lrnprncs,2015-06-03 18:27:54,,,
Can't View Lab Results,2,False,I downloaded this app to be able to check my lab results without having to call every time.  It won't load and I have tried numerous times on wi-fi.  They need to fix this part of the application to load large amounts of information without error.,toddkblake,2013-04-05 14:07:43,,,
Great!,5,False,This app is awesome but for some reason I am having problems now on my iPhone 5 logging in. Also can we get an iPhone 5 update so the app works with it.,A-team21,2013-03-25 21:49:53,,,
A real time saver,5,False,"Convenient communication with my physician, verify appointments, remember what meds I'm taking, get copies of Med orders via secure email and print at home. It's a real time saver for everyone.",Barleycs,2017-05-12 22:52:31,,,
Wonderful,5,False,This is perfect for patients to organize their appointments!  It has maps and directions!,Shelliedc,2016-09-18 15:41:55,,,
Doesn’t work with IOS9,2,False,After upgrading to IOS9 today the app starts to load and then goes back to the home screen. I’ve tried deleting the app and then reloading and it still crashes the same way. Very frustrating because I think the app is awesome and want it back!,wbmurray,2015-09-18 03:43:25,,,
Amazing,5,False,Wish every dr and hospital would make it this easy! Bc some have apps but it's still not this easy! Nor is their care top notch like Mayo!,pepperbrasseaux,2017-06-21 19:06:42,,,
Top Notch!,5,False,Mayo is clearly number one in medical care. They certainly reflect it with this app. It's easy to use and practical. You have your medical records at your fingertips.,Cutterguy1,2016-04-12 11:35:28,,,
Doesn't work,1,False,"I got the app to keep track of appointments, see my records, and send/receive provider messages. All the app will do is request a new appointment. From reading other reviews, it seems just to be an issue with this version. Hope they roll this version back or update it soon, because as of now it's pretty worthless.",SopranoPadrona,2016-02-06 14:45:11,,,
Nice App,4,False,I love having access to all of my Mayo info in one place. I share this with my GP when I visit her rather than requesting records sent. It's also easy to access and improves all the time.,CSCgrad,2016-08-29 13:45:44,,,
Perfect app,5,False,This is a wonderful tool that helped me during my Mayo visit.  I show it to my doctors at home and there is no confusion.  I was at Rochester so I can only speak for that area.  Love it!!!!,Texas Migrainet,2012-12-18 06:13:44,,,
Mayo Clinic patient app,5,False,Love the new update and features! Especially helpful to see radiology images and appointments in Passbook. You are an amazing team.,mdh001,2015-01-20 18:43:27,,,
"Great application, easy to use!!!",5,False,It is very nice to have very easy access to your records and appointments. I love to be able to synchronize appointments to my calendar!,Anuka1987,2012-06-23 18:55:20,,,
Excellent app!!,5,False,Thank you to all those who worked on this! All the information at my fingertips!,ngwood,2012-05-15 17:57:03,,,
Attention,3,False,Cannot delete or update med list or allergies. Not very interactive. Would like the ability to send photos of reports and meds instead of trying to find fax numbers.,Dkbxw,2016-03-25 03:47:51,,,
Excellent,5,False,Got all the information I needed for my week long visit.  Great getting test results as they became available. Tank you!,CotonMom,2017-06-07 02:51:04,,,
Patient,5,False,Outstanding! Now I don't need to carry all of that paper with me to appointments. Very nice to look up my own test results.,DonaldJames,2012-05-22 01:07:32,,,
Utilitarian Excellence,5,False,"By far the easiest and most functional healthcare app available. Messaging, records, labs, imaging, allergies, immunizations, medications, vitals...a great deal of distance ahead of any I have used.",KenaiPaul,2017-06-20 12:58:35,,,
Not very helpful,1,False,"If you have a Mayo Clinic number this can be very helpful. You can create an account and have the world of your health at your fingers. If you do not, this app seems useless. It becomes a space filler on your screen. For everyone who has a mayo clinic number, i would highly suggest this app. If not, don't waste your screen.",Superfungamesupetfungamw,2012-11-04 15:05:40,,,
Awesomeness,5,False,"A Fantastic App, easy to navigate, it's great not having to wait for my test results!  Almost instantly they are posted!",Wyldflower,2017-06-20 18:33:41,,,
Good,3,False,"This app stopped working well. Two of my appointments were deleted and I had to call the clinic to ask about them. 
I will still have to carry paper appointments",Crw0003,2017-03-23 17:47:01,,,
Got to have it.,5,False,"If you are treated at the Mayo Clinic you need this App, it was along time coming but worth waiting for. Well done",DM1301,2012-05-17 01:50:14,,,
Excellent,5,False,"Easy to use, great response time from my provider-- making my life easier!!!",Sarah25*,2016-04-06 22:26:23,,,
Leading the way!,5,False,Mayo Clinic patient app is fantastic. I can access my records anytime I need to.  Patient information is in our hands now. Nice work Mayo Clinic,Mehhem,2013-12-18 21:16:37,,,
Always difficult to get into the account,1,False,"It would be a great app if it was easier to get in but it's always a pain. I understand why most patients stop or give up using the portal. I'm computer literate and I have problems, I can't imagine someone who isn't literate try using the portal.",LeoK124,2017-06-05 21:42:49,"Our apologies. We're sorry you are having this issue. If you could please send us a direct message to mcmobileapps@mayo.edu - our technical team will help you troubleshoot this issue. 

Thanks Troy N.",648450.0,2017-06-26T18:26:56Z
Mayo Portal,5,False,"I absolutely love this app.  I have several doctors at Mayo and this app keeps all of my correspondence, appointment schedules, X-rays, lab results, pathology findings and much more.  I'd be lost without it.  THANKS MAYO!!!",lala.poo,2017-04-09 03:04:17,,,
Fingerprint signing,5,False,Has that gone away w the latest version?,Edhekp,2016-02-22 19:43:05,,,
Failure to Launch!,1,False,"This was a great reference app when it worked  on iOS 8.4. However, as had already been stated with the iOS 9 update it will initially launch but closes immediately. I just finished installing the iOS 9.0.1 with the same results. 
Please address soonest. This app has been a godsend for me while at Mayo Clinic.",cruiseships1,2015-09-23 18:46:35,,,
Great App!!,5,False,A very easy to use app with tons of great info. All my lab results and appointment info right in my hands 24/7.,Gar2781,2012-05-23 04:21:41,,,
Outstand health service,5,False,"As a Mayo patient living some distance from Rochester, I love the Daily part of the app. It really is like getting to listen to Mayo Clinic medical caregivers. 

Superb! 

Go Mayo!",G. Perry,2017-03-18 16:13:37,,,
Pleasent surprise,5,False,I just installed this app in my ipad and it is amazing. Faster and more details than the pc version. Great job!,Raulaz0,2017-02-24 18:15:11,,,
Very cool app!!,5,False,This is a beautifully designed app for patients. Love the navigation of where the next appointments are. Well done Mayo!!,goblinstar,2012-05-15 20:35:41,,,
Used to be amazing. Now it's junk.,1,False,"No longer have access to imaging, just reports. This was the reason I loved the app. It was so great being able to take it to other dr appointments and discuss things right there with the Doctor while looking at images. Now this app is pretty much useless and I'm devastated.",Kavid12,2016-02-06 15:19:39,,,
Doesn't work Anymore,1,False,"It wasn't the greatest software when it was working;  now it doesn't work at all. 

The good: you could get lab results and appointment data on your iPhone. 

The bad:  you can't get account info or pay your bill. You can't cancel or change appointments.",JR82059,2015-09-23 13:30:35,,,
Great App!,5,False,Highly recommend to keep track of appointments and results.,gabrielalia,2017-02-28 18:40:47,,,
Excellent app and care at Mayo Clinic,5,False,The app is a professional portal which gives the patient a sense of ownership to his or her health. Thankful for the communication and professionalism.,Seabunny2,2016-07-22 20:01:51,,,
Great Health App,5,False,Gives full access to all spots with Mayo. Also has great health tips. Another reason to doctor with Mayo.,mht.52,2016-05-27 14:08:39,,,
App works under iOS 9.0.1,5,False,Just updated my iPhone 6 to iOS 9.0.1. App is working again.,OttoCcp,2015-09-25 18:14:00,,,
Not compatible with iOS 9,2,False,"Mayo's IT team need to update the app for compatibility with iOS 9. Do not expect this app to work if you have iOS 9 on your iPhone. It endlessly crashes and stays running in the background sucking battery, I'm sure.",palemoonrises,2015-09-23 14:47:48,,,
Crash!!!!!,1,False,"I can't even sign in since I updated the app! It won't pass the sign in process, or when it does go into my portal it blinks out and crashes again. I loved this app before, and I really rely on it every day for my appointment and communications with Mayo! Please fix quickly!!!",jlg12344,2015-05-14 20:53:13,,,
Fix Crash!!!,4,False,Was a great app until lately when it began to crash,shain_the_pain,2015-05-18 00:30:23,,,
IOS 9 update,2,False,I downloaded the new IOS 9 software and your ap has crashed. Please get a fix ASAP. I can't not access my portal with my medical information and it's an important connection between my medical care team and me.,Fourfoot8,2015-09-25 05:01:02,,,
MAYO app,5,False,"Always have a very educational information, helps with excellent recipes, best app so far",TesterInterp,2016-12-03 23:18:21,,,
Continually forgets password,2,False,This seems to apply only to the iPhone version. It does not allow me to store my password behind touch ID such that I can use my fingerprint to access the app. It forgets every time.,Internaut,2016-02-03 13:00:29,,,
Not Useful,1,False,The only way to look at pt records is to click the link to the website where you have to log in a second time and view them in browser.  Pretty lame - it's easier to just bookmark the website.,Jomt77,2014-07-17 15:46:43,,,
Ios9,1,False,Loaded the upgrade for iOS 9 rendered my mail app useless crashes immediately upon trying to launch it cannot have both you decide which one you want and stick with it hopefully somebody will fix it soon,MetalmanDan1964,2015-09-18 20:12:18,,,
Excellent,5,False,All my medical info whenever I need it!  Very easy to use.,Jep02,2012-05-15 11:09:18,,,
Mayo proves why they are the best,5,False,The Mayo patient portal app is the gold standard.  Mayo sets a high bar in excellence and they achieved it with this app. Thank you Mayo.,B521017,2017-07-21 20:31:11,,,
Great app,5,False,Great functionality. Makes a stressful time slightly less so.,Minncat,2016-01-14 23:14:35,,,
ios9 failure,1,False,Used to be a decent app. Used it for a couple years and found it useful and simple to use. With ios9 update the app has been updated but still will not run. Crashes as soon as you open it. A real shame. Now completely useless.,Cdmitchjax,2015-09-21 02:10:47,,,
Mayo app crash,3,False,"I agree with everyone's comments below mine. Disappointing that the app is not working on Apple's new system.
How do we get it fixed?",Iowa Farmerboy,2015-09-22 09:54:16,,,
Fixed,5,False,"I echo Merkin71's comments.
All is well and app is very useful and packed with info.",Areview28,2013-05-22 13:47:29,,,
Exceptional,5,False,Very useful tool. Subway maps are greatly appreciated!,Geebz12345,2012-05-16 18:59:07,,,
Great App,5,False,This is a great app and I use it frequently when I doing anything with Mayo.,Walmartwilly,2017-07-21 21:35:00,,,
Mama bear,5,False,Love this app! User friendly. All of my information at my fingertips 😊,Andy in the kitchen,2017-02-24 21:04:33,,,
Good App  😊😊,5,False,"This app is great and facilitates the patient's access to the information he wants . 
Thanks Mayo 🌹",هوزهيري قديم,2017-04-20 01:03:58,,,
Disappointing,1,False,I love this app when it works. Lately I get a message immediately following my password stating that login has failed. I've had to start using the Mayo site to access my info. At this point the app is worthless.,Cwoody65,2015-11-06 13:46:10,,,
Home Run!,5,False,This app is chocked full of information!!!  No more carrying papers around.,KatiePaulson,2013-07-25 12:22:29,,,
Disappointed,1,False,"I was excited to use this app, but it won't let me sign in! It just keeps making me change my password and nothing works! I just use re browser instead.",Jordan_28,2015-07-15 01:11:10,,,
Useless,1,False,Prior version was one of the best. Used it regularly to review personal medical records and communicate with my doctors. New version is not functional. Can no longer see any data. I just get a request appointment page.,Crane dance,2016-03-10 12:06:34,,,
All centered around Rochester,4,False,"It's great that you can see your medical record, but directions and hotels are all Rochester's...nothing for FL or AZ.",Nurjoy,2012-11-12 11:06:12,,,
App Update Crucial on iOS9,2,False,I use my app while currently seeking treatment at Mayo and I usually decline paper while there and my app isn't working - it crashes. Please fix and update. It's a great app for the patient experience.,TheLobsterShack,2015-09-22 21:47:50,,,
Crashing with iOS update,3,False,Help won't stop crashing on my iPad with the new iOS update.,Dustydaisy,2015-09-23 04:05:07,,,
Crashes,1,False,Loved it until this last update. Now it crashes immediately after opening it!,Andi0320,2015-05-18 02:07:26,,,
Awesome App!!!,5,False,Could not ask for a better app,Rick's I Tunes,2016-11-01 03:12:04,,,
Never get the verification email,1,False,This app has been worthless to me as I have to verify my account from an email that I never receive despite trying multiple times.,Gballin1,2016-04-27 23:30:22,,,
Can't Pay Bill via App,3,False,Can't pay bills through the app...website only. Ugh!,Deebyweeb,2016-02-29 17:49:30,,,
Love the app,5,False,It's great having access to my records.,danferro,2015-01-13 23:38:36,,,
It's just not all there.,2,False,"There is no option to see your bill, or make a payment and no instruction to get there. Hum",Rustikallem,2016-08-25 22:39:12,,,
Mr Rodrigo De Luna,5,False,"Love how I get all my info on my Dr visits,labs,radiology and medicine currently have. love it would recommend it",ROD DE LUNA,2017-06-05 14:42:58,,,
Love it,5,False,Would be lost with out it!! Must have!!,tmuller20,2012-12-10 05:27:08,,,
Upgrade Needed for IOS 9,1,False,Very disappointing to have an upcoming appointment and not able to use the app during the visit. Programmers need to fix with an upgrade quickly!,Cheerandfun2003,2015-09-21 00:45:13,,,
Great,5,False,Works for me plain and simple,I'm gay wakka wakka,2013-08-19 06:05:26,,,
Not a fan,1,False,"I have struggled with the updated app because it's not as user friendly. I usually adapt to change really well but in skeptical on this one, unfortunately!",Kw5978,2016-01-04 05:13:24,,,
Bad version,1,False,I've used this app for a long time but this new version crashes at login so I can't say how it works when it crashes before I can use it.,MJBSA,2016-12-07 01:03:56,,,
Downgrade again,1,False,Last 2 upgrades had issues and it takes weeks to resolve.,Never usually rate,2015-08-30 14:46:07,,,
Mayo Clinic App,5,False,So convenient...I use this constantly!,simpleLuvs,2016-05-04 23:58:19,,,
Terrible update,1,False,"The previous version was user friendly, had some great apps within it and the foyer print security...this version is garbage!",Curtis7505,2015-12-28 20:33:42,,,
No privacy! Everything on your servers?,1,False,How about offline data without account requirement. And upload as user wants.,HART-OF-SWARM,2014-10-13 02:29:03,,,
Awful,1,False,Something is wrong with this version. Can't open on my iPad...never had a problem before.,Clwtl,2015-08-28 01:56:11,,,
Very helpful,4,False,Great app helping to organize and not to miss your appointments. Thanks Mayo,Chagil,2016-08-11 21:05:46,,,
Need update for iOS 9,1,False,I can't get my records or appointments now bc I updated my software 😡 Please get this fixed ASAP!!! It was such a great app before but it's not compatible with the new software.,Hijump80,2015-09-25 02:29:35,,,
Not Accessible,1,False,This app does not consider accessibility for those who use VoiceOver on any iOS device. Hoping versions are more usable if not completely accessible.,Sguerra12,2012-05-16 16:28:09,,,
Doesn't work with iOS update,1,False,Have lived this app until now. It is not working with the latest iOS update on the iPhone.,only1good,2015-09-27 14:25:30,,,
Worthless,1,False,It crashes seconds after opening.,OilCan12,2013-05-21 21:39:36,,,
Won't work!!!,1,False,Won't work with IOS 9!  How frustrating; I hope the Mayo software engineers have this on their radar and fix it quick!,MJK-B,2015-09-21 13:27:52,,,
installed iOS 9 on my iPhone 6 Plus,2,False,Does not work after I installed the new iOS 9 app will not open,Bigjrome,2015-09-18 19:58:47,,,
Mayo App,3,False,"I like the Mayo App, however, I cannot get it to work since I installed iOS 9",Bethelrock,2015-09-20 17:21:19,,,
Crashes,1,False,Please fix this app. It now crashes ever time I try to use it and I manage all my appointments and results through this.  Please help!,Valley1229,2015-09-24 16:11:39,,,
Not user friendly!,1,False,It ask me to turn on tracking every time I open the app! This is crazy!,TheTrulucks,2015-12-23 12:48:20,,,
Mayo AP,5,False,Outstanding resource for all parties!,"Dave ""G""",2016-04-27 18:54:16,,,
Great app,5,False,Works really well!,Shadowwolf007,2015-12-29 12:50:33,,,
X,1,False,When on the the mini crashes on start up. Hope someone can fix it. Not Mayo quality.,Mkb123456789,2013-05-22 00:56:13,,,
Worked great before this update.,1,False,Now unable to access anything,Twinscorps,2015-12-23 14:09:03,,,
Won't launch after iOS 9 update :(,1,False,"Please fix, this app is very helpful when working properly!",thuff11,2015-09-25 17:54:06,,,
Update Crashes,1,False,A great tool for the past year but now it crashes when it first loads.,Silver$urfer,2013-05-21 14:26:29,,,
Very useful,5,False,"Like it, it is very useful",Saa7aaab,2016-03-30 02:45:24,,,
Crashing,1,False,"Like everyone else, I used to love this app....now....it just causes frustration. Please fix it ASAP!! I need this for communication with my doctors etc.",PemyGirl,2015-05-18 19:43:08,,,
Watch App Gone,1,False,The watch app and the watch glance are gone. My daughter had leukemia and this app on my watch helps me with her massive amount of appointments. Fix it. NOW!!,ShyellCo,2015-12-31 17:51:53,,,
Worthless,1,False,It is amazing how this developer have made this app absolutely worthless. Revert it back to the latest version.,Iaviator,2015-12-29 21:18:07,,,
TXGAL4evr,5,False,"This app is awesome, ESP if you or a family member are looking forward to an appt at Mayo!!!
THANKS MAYO!!",TXGAL4EVR,2013-05-13 13:03:24,,,
New version not user friendly,1,False,Can't access anything.,Not a good app update,2015-12-22 19:07:54,,,
Problem on iPad,1,False,I have the same problem as WxMan123. Can't open the App on my iPad since version 2.55 came out.,Tell man 44,2015-08-26 00:29:43,,,
Mayo,5,False,"Great, handy, easy to use!!",Endlessdreamtc,2013-05-16 19:24:54,,,
Crashes,1,False,"Unfortunately, I couldn't get in at all. The old version worked great.",Mp@tient,2015-05-21 01:10:03,,,
Mayo App,5,False,Very useful and informative.,Jay qwerty rival,2017-06-11 18:52:25,,,
Fabulous Resource,5,False,"Keep track of all aspects of Mayo relationship:
Appointments
Labs & Tests
Reports

With ancillary resources to help you help your own wellness.",BradHillstromSr,2016-12-07 02:45:40,,,
Won't start on iOS 9!!!!,1,False,Just crashes and crashes. I need this fixed.  Very important app for me!!!,A&C Nick Name,2015-09-18 20:01:37,,,
Used to be a 5,1,False,The newest update won't let my iPhone 4s open the app. Before that I loved this app.,hughouse,2015-08-25 21:37:14,,,
Misleading,1,False,"As a non-patient, I tried to establish an account.  It wouldn't allow me to do that without a patient ID number.  Well, duh, I'm NOT a patient!",DMC54,2016-06-25 23:06:26,,,
The bar is set for American healthcare,5,False,"Having been in other medical programs and longing to experience the Mayo system, I finally had my chance to receive 2 full days of treatment. During the very first appointment I was introduced to this app - and the bar was set. I could ditch my literal 1/2"" thick stack of papers and forms that I had grown accustomed to traveling with while in any hospital. 

This app is as amazing as the staff and system at the Mayo clinic. It only makes sense that I should be able to see the same medical results that my doctors can see, I can read their write-ups after my  visits, and do my own research using their in-app library of papers, news and videos. 

Logistically, this app is better than Apple maps as it keeps your list of appointments organized and as up to date as the registration desk you just left. All while remaining synced with your calendar.  I had a few appointments that needed rescheduling/flipping with others and as soon as the registration desk was done making the change, I could look up the new information on this app, get the map to the appointment location, and all the patient prep documents at my fingertips. Talk about making the patient part of the care team!

I feel like this is the new standard for healthcare. Mayo's approach of treating the patient experience as ""the only experience"" can be felt during your interactions with the staff and as you interact with this app. I only hope the rest of the American healthcare system is watching and learning how the healthcare system should work.",trial user 12345,2013-06-01 12:56:02,,,
Crashes OS9,1,False,My God I have to have this back and fixed...... Can't even begin to get it to work... Crashes on entry,Jdt2,2015-09-21 00:40:17,,,
Crashes,1,False,"App keeps crashing after IOS 9 update.  Love this app, we use it all the time.  Please fix ASAP!",O_nelung,2015-09-22 01:48:35,,,
Great app,5,False,"I absolutely love the Mayo Clinic App. 
Thanks",Clarence'sgirl,2016-05-16 17:28:06,,,
Crashes can't even open it,1,False,Please fix,Please listen to us,2013-05-22 01:40:41,,,
I to have crashed!,2,False,Help! I love this and need this app!! Fix so I can log in,Beaner22 96,2015-05-16 03:36:04,,,
Crashes on IOS 9,1,False,Please fix this app! A very useful app has been rendered useless by a software update!,Fenstick,2015-09-23 21:30:58,,,
App crashes,1,False,"Updated app and now it crash , can't sign in , please fix !!!",Dan4535,2015-05-16 22:09:17,,,
Wallet,1,False,This new app does not show my Appts as events so there is no way to add them to my apple wallet/passbook.    It was better in 2015,Qmzitb,2016-09-29 19:46:33,,,
None,1,False,The new app is not nearly as useful as the original app.,Rick250,2016-01-05 20:33:42,,,
MAYO APP,4,False,AFTER SPENDING ALMOST TWO DAYS WITH APPLE I FIND THE PROBLEM WITH THE MAYO APP IS APPARENTLY IT IS NOT COMPATABLE WITH NEW NEW IOS 9 UPDATE. THIS IS SO FRUSTRATING BECAUSE THIS IS A GREAT APP. MAYO NEEDS TO FIX IT ASAP!! IPAD VERSION DOES NOT WORK EITHER.,Mabfollie,2015-09-20 17:16:01,,,
WORTHLESS,1,False,Did you create this POS just to make us mad? Where do I pay my bill on line? Worthless.,The Swert,2016-01-03 21:04:38,,,
Doesn't work with iOS9,1,False,How long will it take to correct this?  This is a critical app for patients and caregivers.,Autumn1201a,2015-09-22 09:55:40,,,
Terrible Update - Fix it!,1,False,I can't get to any of my information!!  My appointments and medical records :(,181829203938477351,2015-12-23 11:38:54,,,
Crashes on startup,1,False,Was a 5 before iOS 9. Now it's a 0. Will not open on startup. Need to perform immediate CPR to resuscitate this lifeless app.,Teddyb63,2015-09-20 22:10:47,,,
Why no Touch ID?,2,False,Why did you remove the Touch ID (fingerprint) signin?,mkaiserco,2016-02-23 15:14:26,,,
Excellent,5,False,Very good app!,Binbiker,2017-02-22 02:59:20,,,
Not so good anymore,1,False,LOVED and relied on this app until iOS 9.  Crash and burn now!  Please fix!!!!,ArizRedHead,2015-09-21 02:28:52,,,
Not working,2,False,Not working. Launches and then closes.,T_eresa,2015-09-20 19:14:27,,,
LouisetheGreat,1,False,Crashed at start up. Cannot use the app!,Nudweina,2013-05-22 00:13:48,,,
Excellent app,5,False,Thanks!,Sanchester21,2012-05-15 14:29:15,,,
Broken.,1,False,"So sad that it stopped working on my ipad.     Crashes on startup. 

It was my new favorite app as I go through treatment at Mayo

Hope they fix it soon.  

5 stars when it's working.",Harry iPhone,2013-05-21 13:51:18,,,
ISO 9,1,False,Please update!!! This app is very important for my appointments. It crashes on opening.,Leandro's girl,2015-09-24 20:37:46,,,
Does not work with iOS9 on iPhone,1,False,Very frustrating....Does not work with iOS9 on iPhone,Atergos,2015-09-20 14:35:54,,,
